PERMNO,date,EXCHCD,TICKER,COMNAM,CUSIP,SHROUT,PRC,RET,vwretd,ewretd
84398,4/24/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847432,187.83,0.002027,0.00072,-0.001431
84398,4/25/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847432,186.28999,-0.008199,-0.009464,-0.012122
84398,4/28/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847432,186.875,0.00314,0.001083,-0.004227
84398,4/29/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847432,187.75,0.004682,0.005628,0.002765
84398,4/30/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,188.31,0.002983,0.003403,0.002607
84398,5/1/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,188.325,0.00008,0.000756,0.000715
84398,5/2/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,188.06,-0.001407,-0.000262,0.000884
84398,5/5/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,188.42,0.001914,0.001305,-0.000247
84398,5/6/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,186.78,-0.008704,-0.008722,-0.009108
84398,5/7/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,187.88,0.005889,0.004396,-0.002716
84398,5/8/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,187.675,-0.001091,-0.00268,-0.007151
84398,5/9/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,187.96001,0.001519,0.001575,0.003307
84398,5/12/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,189.785,0.009709,0.011162,0.014883
84398,5/13/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,189.96001,0.000922,-0.000664,-0.003102
84398,5/14/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,189.06,-0.004738,-0.00472,-0.006852
84398,5/15/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,187.39999,-0.00878,-0.008355,-0.00683
84398,5/16/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,188.05,0.003469,0.003408,0.003325
84398,5/19/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,188.74001,0.003669,0.004289,0.005823
84398,5/20/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,187.55,-0.006305,-0.006935,-0.007937
84398,5/21/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,189.13,0.008424,0.007409,0.00429
84398,5/22/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,189.59,0.002432,0.003479,0.005598
84398,5/23/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,190.35001,0.004009,0.004763,0.006622
84398,5/27/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,191.52,0.006147,0.005886,0.00725
84398,5/28/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,191.38,-0.000731,-0.001313,-0.000426
84398,5/29/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,192.37,0.005173,0.004895,0.003798
84398,5/30/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,192.67999,0.001611,0.000648,-0.002478
84398,6/2/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,192.895,0.001116,0.000707,-0.002722
84398,6/3/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,192.8,-0.000493,-0.000378,-0.002286
84398,6/4/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,193.19,0.002023,0.002548,0.00255
84398,6/5/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,194.45,0.006522,0.007264,0.011053
84398,6/6/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,195.375,0.004757,0.005108,0.00743
84398,6/9/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,195.58,0.001049,0.001869,0.005748
84398,6/10/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,195.60001,0.000102,-0.000364,0.000606
84398,6/11/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,194.92,-0.003477,-0.00307,-0.001367
84398,6/12/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,193.53999,-0.00708,-0.005682,-0.002297
84398,6/13/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,194.13,0.003049,0.003062,0.001781
84398,6/16/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,194.28999,0.000824,0.00141,0.002006
84398,6/17/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,194.83,0.002779,0.002943,0.004991
84398,6/18/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,196.255,0.007314,0.006972,0.005413
84398,6/19/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,196.48,0.001146,0.001685,0.002033
84398,6/20/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,195.94,0.002019,0.002066,0.001486
84398,6/23/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,195.88,-0.000306,0.000131,-0.000423
84398,6/24/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,194.7,-0.006024,-0.006977,-0.006623
84398,6/25/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,195.58,0.00452,0.005116,0.004375
84398,6/26/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,195.44,-0.000716,-0.000553,0.000407
84398,6/27/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,195.82001,0.001944,0.00288,0.005283
84398,6/30/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,195.72,-0.000511,0.001031,0.002778
84398,7/1/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,197.03,0.006693,0.006791,0.007202
84398,7/2/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,197.23,0.001015,-0.000308,-0.000838
84398,7/3/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,198.2,0.004918,0.00496,0.003767
84398,7/7/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,197.50999,-0.003481,-0.006099,-0.009967
84398,7/8/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,196.24001,-0.00643,-0.00734,-0.009708
84398,7/9/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,197.12,0.004484,0.004472,0.002268
84398,7/10/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,196.34,-0.003957,-0.004848,-0.006661
84398,7/11/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,196.61,0.001375,0.000774,0.000505
84398,7/14/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,197.60001,0.005035,0.004556,0.003811
84398,7/15/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,197.23,-0.001873,-0.00329,-0.00674
84398,7/16/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,197.96001,0.003701,0.003758,0.000775
84398,7/17/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,195.71001,-0.011366,-0.010957,-0.010541
84398,7/18/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,197.7099,0.010219,0.010248,0.009656
84398,7/21/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,197.34,-0.001871,-0.002167,-0.001821
84398,7/22/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,198.2,0.004358,0.005099,0.005685
84398,7/23/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,198.64,0.00222,0.001853,0.001143
84398,7/24/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,198.64999,0.00005,0.000243,-0.000737
84398,7/25/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,197.72,-0.004682,-0.005026,-0.004408
84398,7/28/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,197.8,0.000405,-0.000499,-0.002544
84398,7/29/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,196.95,-0.004297,-0.00366,-0.000656
84398,7/30/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,196.98,0.000152,0.000527,0.001238
84398,7/31/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,193.09,-0.019748,-0.019351,-0.016042
84398,8/1/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,192.5,-0.003056,-0.003453,-0.004325
84398,8/4/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,193.89,0.007221,0.007131,0.004569
84398,8/5/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,192.00999,-0.009696,-0.008871,-0.004639
84398,8/6/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,192.07001,0.000313,0.000306,0.002049
84398,8/7/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,191.03,-0.005415,-0.004897,-0.003772
84398,8/8/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,193.24001,0.011569,0.010292,0.007341
84398,8/11/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,193.795,0.002872,0.004763,0.007579
84398,8/12/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,193.53,-0.001367,-0.002197,-0.003681
84398,8/13/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,194.84,0.006769,0.006619,0.005093
84398,8/14/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,195.75999,0.004722,0.004201,0.002515
84398,8/15/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,195.72,-0.000204,0.000297,-0.000418
84398,8/18/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,197.36,0.008379,0.008512,0.008572
84398,8/19/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,198.39,0.005219,0.004709,0.003095
84398,8/20/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,198.92,0.002671,0.001975,-0.001684
84398,8/21/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,199.5,0.002916,0.002466,0.001526
84398,8/22/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,199.19,-0.001554,-0.00144,0.000202
84398,8/25/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,200.2,0.005071,0.004547,0.002831
84398,8/26/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,200.33,0.000649,0.002174,0.004296
84398,8/27/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,200.25,-0.000399,0.000631,0.000708
84398,8/28/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,200.14,-0.000549,-0.001825,-0.002425
84398,8/29/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,200.71001,0.002848,0.003795,0.005008
84398,9/2/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,200.61,-0.000498,0.00004,0.001711
84398,9/3/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,200.5,-0.000548,-0.00058,-0.00191
84398,9/4/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,200.2101,-0.001446,-0.002384,-0.003331
84398,9/5/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,201.11,0.004495,0.004374,0.002325
84398,9/8/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,200.59,-0.002586,-0.002768,0.000711
84398,9/9/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,199.32001,-0.006331,-0.006314,-0.007138
84398,9/10/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,200.07001,0.003763,0.003336,0.002361
84398,9/11/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,200.3,0.00115,0.001294,0.001528
84398,9/12/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,199.13,-0.005841,-0.006578,-0.005937
84398,9/15/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,198.981,-0.000748,-0.002883,-0.008128
84398,9/16/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,200.48,0.007533,0.007024,0.002691
84398,9/17/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,200.75,0.001347,0.000799,0.000746
84398,9/18/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,201.82001,0.00533,0.004524,0.001232
84398,9/19/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,200.7,-0.000896,-0.002358,-0.005404
84398,9/22/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,199.14999,-0.007723,-0.010078,-0.012408
84398,9/23/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,198.00999,-0.005724,-0.005987,-0.005323
84398,9/24/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,199.56,0.007828,0.007101,0.004422
84398,9/25/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,196.34,-0.016136,-0.015545,-0.011657
84398,9/26/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,197.89999,0.007945,0.008406,0.005849
84398,9/29/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,197.53999,-0.001819,-0.002414,-0.001783
84398,9/30/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,197.02,-0.002632,-0.004084,-0.006147
84398,10/1/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,194.35001,-0.013552,-0.012915,-0.012712
84398,10/2/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,194.38,0.000154,0.000767,0.003224
84398,10/3/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,196.52,0.011009,0.009101,0.004718
84398,10/6/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,196.28999,-0.00117,-0.001584,-0.00394
84398,10/7/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,193.25999,-0.015436,-0.014988,-0.012748
84398,10/8/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,196.64,0.017489,0.01588,0.009494
84398,10/9/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,192.74001,-0.019833,-0.0212,-0.019852
84398,10/10/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,190.53999,-0.011414,-0.013329,-0.013074
84398,10/13/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,187.4099,-0.016428,-0.015503,-0.007357
84398,10/14/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,187.7,0.001548,0.002338,0.002958
84398,10/15/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,186.42999,-0.006766,-0.004496,0.002839
84398,10/16/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,186.27,-0.000858,0.003834,0.011545
84398,10/17/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,188.47,0.011811,0.010804,0.003826
84398,10/20/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,190.3,0.00971,0.009253,0.008011
84398,10/21/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,194.07001,0.019811,0.019222,0.013127
84398,10/22/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,192.69,-0.007111,-0.008872,-0.009154
84398,10/23/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,194.92999,0.011625,0.01225,0.010159
84398,10/24/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,196.42999,0.007695,0.006014,0.001939
84398,10/27/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,196.16,-0.001374,-0.002165,-0.003801
84398,10/28/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,198.41,0.01147,0.013728,0.01658
84398,10/29/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,198.11,-0.001512,-0.002239,-0.002074
84398,10/30/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,199.38,0.006411,0.004968,0.003778
84398,10/31/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,201.66,0.011435,0.011525,0.009145
84398,11/3/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,201.77,0.000545,-0.000676,-0.001684
84398,11/4/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,201.07001,-0.003469,-0.004622,-0.005727
84398,11/5/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,202.34,0.006316,0.004883,0.001037
84398,11/6/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,203.14999,0.004003,0.003804,0.002064
84398,11/7/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,203.34,0.000935,0.001992,0.003703
84398,11/10/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,203.98,0.003147,0.00273,0.00148
84398,11/11/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,204.175,0.000956,0.001133,0.000563
84398,11/12/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,203.96001,-0.001053,0.000555,0.002474
84398,11/13/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,204.19,0.001128,-0.000933,-0.006239
84398,11/14/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,204.24001,0.000245,0.001343,0.001907
84398,11/17/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,204.37,0.000636,-0.00022,-0.004405
84398,11/18/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,205.55,0.005774,0.005511,0.004301
84398,11/19/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,205.22,-0.001605,-0.002369,-0.006283
84398,11/20/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,205.58,0.001754,0.003291,0.00649
84398,11/21/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,206.67999,0.005351,0.005319,0.004875
84398,11/24/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,207.25999,0.002806,0.003182,0.004896
84398,11/25/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,207.11,-0.000724,-0.000405,-0.000241
84398,11/26/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,207.64,0.002559,0.002803,0.00252
84398,11/28/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,207.2,-0.002119,-0.006081,-0.013253
84398,12/1/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,205.75999,-0.00695,-0.008986,-0.013735
84398,12/2/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,207.08501,0.00644,0.005876,0.005457
84398,12/3/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,207.89,0.003887,0.005226,0.005991
84398,12/4/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,207.66,-0.001106,-0.002139,-0.004154
84398,12/5/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,208,0.001637,0.001452,0.002811
84398,12/8/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,206.61,-0.006683,-0.009467,-0.01434
84398,12/9/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,206.47,-0.000678,0.001713,0.008818
84398,12/10/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,203.1601,-0.016031,-0.017424,-0.016875
84398,12/11/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,204.19,0.005069,0.004087,0.001751
84398,12/12/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,200.89,-0.016161,-0.015221,-0.010083
84398,12/15/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,199.50999,-0.006869,-0.007675,-0.011454
84398,12/16/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,197.91,-0.00802,-0.005844,-0.001292
84398,12/17/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,201.78999,0.019605,0.02178,0.022401
84398,12/18/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,206.78,0.024729,0.021535,0.014705
84398,12/19/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,206.52,0.004231,0.004598,0.005261
84398,12/22/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,207.47,0.0046,0.003256,0.001511
84398,12/23/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,207.75,0.00135,0.002197,0.000876
84398,12/24/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,207.77,0.000096,0.000588,0.002258
84398,12/26/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,208.44,0.003225,0.003672,0.004967
84398,12/29/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,208.72,0.001343,0.001241,0.000096
84398,12/30/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,207.60001,-0.005366,-0.004281,-0.001811
84398,12/31/2014,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,205.53999,-0.009923,-0.008782,-0.001034
84398,1/2/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,205.42999,-0.000535,-0.000233,0.00147
84398,1/5/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,201.72,-0.01806,-0.018275,-0.012534
84398,1/6/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,199.82001,-0.009419,-0.009652,-0.010157
84398,1/7/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,202.31,0.012461,0.011113,0.00801
84398,1/8/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,205.89999,0.017745,0.016858,0.013097
84398,1/9/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,204.25,-0.008014,-0.007542,-0.004116
84398,1/12/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,202.64999,-0.007834,-0.007778,-0.004682
84398,1/13/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,202.08,-0.002813,-0.002271,-0.002489
84398,1/14/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,200.86,-0.006037,-0.005206,-0.003887
84398,1/15/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,199.0199,-0.009161,-0.009188,-0.010573
84398,1/16/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,201.63,0.013115,0.013834,0.012365
84398,1/20/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,202.05499,0.002108,0.000266,-0.00344
84398,1/21/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,203.08,0.005073,0.004529,0.001028
84398,1/22/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,206.10001,0.014871,0.014704,0.010968
84398,1/23/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,204.97,-0.005483,-0.004194,-0.002662
84398,1/26/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,205.45,0.002342,0.004398,0.007376
84398,1/27/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,202.74001,-0.013191,-0.010017,-0.001498
84398,1/28/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,200.14,-0.012824,-0.014051,-0.012663
84398,1/29/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,201.9902,0.009245,0.008474,0.006215
84398,1/30/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,199.45,-0.012576,-0.012174,-0.009641
84398,2/2/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,201.92,0.012384,0.012227,0.008777
84398,2/3/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,204.84,0.014461,0.015006,0.015437
84398,2/4/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,204.06,-0.003808,-0.004426,-0.004505
84398,2/5/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,206.12,0.010095,0.011508,0.01166
84398,2/6/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,205.55,-0.002765,-0.003595,-0.00286
84398,2/9/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,204.63,-0.004476,-0.004102,-0.001987
84398,2/10/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,206.81,0.010653,0.008613,0.002268
84398,2/11/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,206.92999,0.00058,-0.000355,-0.001283
84398,2/12/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,208.92,0.009617,0.010432,0.00991
84398,2/13/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,209.78,0.004116,0.004733,0.007138
84398,2/17/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,210.11,0.001573,0.001735,0.002174
84398,2/18/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,210.13,0.000095,0.000151,0.002185
84398,2/19/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,209.98,-0.000714,-0.00102,0.000437
84398,2/20/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,211.239,0.005996,0.005707,0.001811
84398,2/23/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,211.209,-0.000142,-0.000642,-0.002192
84398,2/24/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,211.81,0.002846,0.002301,0.003274
84398,2/25/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,211.63,-0.00085,0.00069,0.003327
84398,2/26/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,211.38,-0.001181,-0.001536,-0.000219
84398,2/27/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920932,210.66,-0.003406,-0.002605,-0.001387
84398,3/2/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920932,211.99001,0.006313,0.005493,0.003498
84398,3/3/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920932,211.12,-0.004104,-0.00405,-0.003166
84398,3/4/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920932,210.2301,-0.004215,-0.00378,-0.002645
84398,3/5/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920932,210.46001,0.001094,0.00163,0.002445
84398,3/6/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920932,207.5,-0.014064,-0.013847,-0.010881
84398,3/9/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920932,208.36,0.004145,0.002857,-0.000853
84398,3/10/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920932,204.98,-0.016222,-0.015502,-0.012272
84398,3/11/2015,4,SPY,SPDR S & P 500 E T F TRUST,78462F10,920932,204.5,-0.002342,-0.000202,0.002088
