PERMNO,date,EXCHCD,TICKER,COMNAM,CUSIP,SHROUT,PRC,RET,vwretd,ewretd
84398,2/8/2007,2,SPY,SPDR TRUST,78462F10,445872,145.02,-0.001308,-0.000428,0.001075
84398,2/9/2007,2,SPY,SPDR TRUST,78462F10,445872,143.94,-0.007447,-0.006907,-0.004901
84398,2/12/2007,2,SPY,SPDR TRUST,78462F10,445872,143.45,-0.003404,-0.003885,-0.002915
84398,2/13/2007,2,SPY,SPDR TRUST,78462F10,445872,144.66,0.008435,0.00805,0.005359
84398,2/14/2007,2,SPY,SPDR TRUST,78462F10,445872,145.61,0.006567,0.007226,0.004639
84398,2/15/2007,2,SPY,SPDR TRUST,78462F10,445872,145.8,0.001305,0.001728,0.001444
84398,2/16/2007,2,SPY,SPDR TRUST,78462F10,445872,145.73,-0.00048,0.000505,0.00264
84398,2/20/2007,2,SPY,SPDR TRUST,78462F10,445872,146.03999,0.002127,0.003575,0.005982
84398,2/21/2007,2,SPY,SPDR TRUST,78462F10,445872,145.98,-0.000411,-0.000291,0.001667
84398,2/22/2007,2,SPY,SPDR TRUST,78462F10,445872,145.87,-0.000754,-0.000382,0.002277
84398,2/23/2007,2,SPY,SPDR TRUST,78462F10,445872,145.3,-0.003908,-0.002571,0.000068
84398,2/26/2007,2,SPY,SPDR TRUST,78462F10,445872,145.17,-0.000895,-0.001259,-0.00108
84398,2/27/2007,2,SPY,SPDR TRUST,78462F10,445872,139.5,-0.039058,-0.034111,-0.031231
84398,2/28/2007,2,SPY,SPDR TRUST,78462F10,421144,140.92999,0.010251,0.004746,0.003802
84398,3/1/2007,2,SPY,SPDR TRUST,78462F10,421144,140.50999,-0.00298,-0.002848,-0.004932
84398,3/2/2007,2,SPY,SPDR TRUST,78462F10,421144,138.67,-0.013095,-0.012475,-0.011435
84398,3/5/2007,2,SPY,SPDR TRUST,78462F10,421144,137.35001,-0.009519,-0.012016,-0.017184
84398,3/6/2007,2,SPY,SPDR TRUST,78462F10,421144,139.7,0.01711,0.016743,0.017683
84398,3/7/2007,2,SPY,SPDR TRUST,78462F10,421144,139.56,-0.001002,-0.001346,0.000064
84398,3/8/2007,2,SPY,SPDR TRUST,78462F10,421144,140.74001,0.008455,0.007243,0.005598
84398,3/9/2007,2,SPY,SPDR TRUST,78462F10,421144,140.78,0.000284,0.001629,0.001708
84398,3/12/2007,2,SPY,SPDR TRUST,78462F10,421144,140.99001,0.001492,0.003146,0.004002
84398,3/13/2007,2,SPY,SPDR TRUST,78462F10,421144,138.25,-0.019434,-0.020152,-0.017483
84398,3/14/2007,2,SPY,SPDR TRUST,78462F10,421144,139.28,0.00745,0.005427,0.00228
84398,3/15/2007,2,SPY,SPDR TRUST,78462F10,421144,139.47,0.001364,0.004783,0.006076
84398,3/16/2007,2,SPY,SPDR TRUST,78462F10,421144,138.53,-0.002787,-0.003609,-0.003144
84398,3/19/2007,2,SPY,SPDR TRUST,78462F10,421144,140.2,0.012055,0.011054,0.007394
84398,3/20/2007,2,SPY,SPDR TRUST,78462F10,421144,140.97,0.005492,0.006793,0.005634
84398,3/21/2007,2,SPY,SPDR TRUST,78462F10,421144,143.28999,0.016457,0.016755,0.012048
84398,3/22/2007,2,SPY,SPDR TRUST,78462F10,421144,143.17999,-0.000768,-0.000143,0.002375
84398,3/23/2007,2,SPY,SPDR TRUST,78462F10,421144,143.39,0.001467,0.001714,0.002268
84398,3/26/2007,2,SPY,SPDR TRUST,78462F10,421144,143.2,-0.001325,0.000552,0.00005
84398,3/27/2007,2,SPY,SPDR TRUST,78462F10,421144,142.86,-0.002374,-0.005695,-0.004883
84398,3/28/2007,2,SPY,SPDR TRUST,78462F10,421144,141.82001,-0.00728,-0.006998,-0.004442
84398,3/29/2007,2,SPY,SPDR TRUST,78462F10,421144,141.97,0.001058,0.003515,0.00198
84398,3/30/2007,2,SPY,SPDR TRUST,78462F10,429344,142,0.000211,-0.000367,0.002461
84398,4/2/2007,2,SPY,SPDR TRUST,78462F10,429344,142.16,0.001127,0.003036,0.002025
84398,4/3/2007,2,SPY,SPDR TRUST,78462F10,429344,143.69,0.010763,0.008916,0.006778
84398,4/4/2007,2,SPY,SPDR TRUST,78462F10,429344,143.85001,0.001114,0.001486,0.001204
84398,4/5/2007,2,SPY,SPDR TRUST,78462F10,429344,144.24001,0.002711,0.003625,0.003187
84398,4/9/2007,2,SPY,SPDR TRUST,78462F10,429344,144.44,0.001387,0.000584,0.000858
84398,4/10/2007,2,SPY,SPDR TRUST,78462F10,429344,144.61,0.001177,0.00269,0.002476
84398,4/11/2007,2,SPY,SPDR TRUST,78462F10,429344,144.02,-0.00408,-0.005862,-0.004224
84398,4/12/2007,2,SPY,SPDR TRUST,78462F10,429344,144.66,0.004444,0.006381,0.00578
84398,4/13/2007,2,SPY,SPDR TRUST,78462F10,429344,145.32001,0.004562,0.003735,0.005191
84398,4/16/2007,2,SPY,SPDR TRUST,78462F10,429344,146.7,0.009496,0.010486,0.009227
84398,4/17/2007,2,SPY,SPDR TRUST,78462F10,429344,147.09,0.002658,0.001028,-0.000892
84398,4/18/2007,2,SPY,SPDR TRUST,78462F10,429344,147.27,0.001224,0.000312,-0.000862
84398,4/19/2007,2,SPY,SPDR TRUST,78462F10,429344,147.23,-0.000272,-0.002798,-0.004174
84398,4/20/2007,2,SPY,SPDR TRUST,78462F10,429344,148.62,0.009441,0.009334,0.00788
84398,4/23/2007,2,SPY,SPDR TRUST,78462F10,429344,148.06,-0.003768,-0.001734,-0.000693
84398,4/24/2007,2,SPY,SPDR TRUST,78462F10,429344,148.12,0.000405,-0.000737,-0.001111
84398,4/25/2007,2,SPY,SPDR TRUST,78462F10,429344,149.48,0.009182,0.009473,0.005081
84398,4/26/2007,2,SPY,SPDR TRUST,78462F10,429344,149.64999,0.001137,-0.000592,-0.00009
84398,4/27/2007,2,SPY,SPDR TRUST,78462F10,429344,149.53,-0.000802,-0.000789,-0.001686
84398,4/30/2007,2,SPY,SPDR TRUST,78462F10,405994,148.28999,-0.008293,-0.009288,-0.008639
84398,5/1/2007,2,SPY,SPDR TRUST,78462F10,405994,148.67,0.002563,0.001748,-0.000804
84398,5/2/2007,2,SPY,SPDR TRUST,78462F10,405994,149.53999,0.005852,0.008281,0.00914
84398,5/3/2007,2,SPY,SPDR TRUST,78462F10,405994,150.35001,0.005417,0.003888,0.001993
84398,5/4/2007,2,SPY,SPDR TRUST,78462F10,405994,150.92,0.003791,0.002887,0.00265
84398,5/7/2007,2,SPY,SPDR TRUST,78462F10,405994,150.95,0.000199,0.002603,0.000893
84398,5/8/2007,2,SPY,SPDR TRUST,78462F10,405994,150.75,-0.001325,-0.001402,-0.002055
84398,5/9/2007,2,SPY,SPDR TRUST,78462F10,405994,151.16,0.00272,0.003685,0.003003
84398,5/10/2007,2,SPY,SPDR TRUST,78462F10,405994,149.58,-0.010453,-0.013744,-0.013007
84398,5/11/2007,2,SPY,SPDR TRUST,78462F10,405994,150.86,0.008557,0.010358,0.008263
84398,5/14/2007,2,SPY,SPDR TRUST,78462F10,405994,150.53,-0.002187,-0.0027,-0.004631
84398,5/15/2007,2,SPY,SPDR TRUST,78462F10,405994,150.57001,0.000266,-0.001857,-0.006056
84398,5/16/2007,2,SPY,SPDR TRUST,78462F10,405994,151.60001,0.006841,0.007334,0.002548
84398,5/17/2007,2,SPY,SPDR TRUST,78462F10,405994,151.3,-0.001979,-0.000504,-0.002035
84398,5/18/2007,2,SPY,SPDR TRUST,78462F10,405994,152.62,0.008724,0.006784,0.005646
84398,5/21/2007,2,SPY,SPDR TRUST,78462F10,405994,152.53999,-0.000524,0.003246,0.00599
84398,5/22/2007,2,SPY,SPDR TRUST,78462F10,405994,152.42,-0.000787,0.000936,0.004045
84398,5/23/2007,2,SPY,SPDR TRUST,78462F10,405994,152.44,0.000131,-0.000939,-0.000894
84398,5/24/2007,2,SPY,SPDR TRUST,78462F10,405994,151.06,-0.009053,-0.011321,-0.011304
84398,5/25/2007,2,SPY,SPDR TRUST,78462F10,405994,151.69,0.004171,0.006378,0.006418
84398,5/29/2007,2,SPY,SPDR TRUST,78462F10,405994,152.24001,0.003626,0.00306,0.004874
84398,5/30/2007,2,SPY,SPDR TRUST,78462F10,405994,153.48,0.008145,0.008236,0.004318
84398,5/31/2007,2,SPY,SPDR TRUST,78462F10,402862,153.32001,-0.001042,0.001608,0.004507
84398,6/1/2007,2,SPY,SPDR TRUST,78462F10,402862,154.08,0.004957,0.005132,0.005396
84398,6/4/2007,2,SPY,SPDR TRUST,78462F10,402862,154.10001,0.00013,0.002108,0.002545
84398,6/5/2007,2,SPY,SPDR TRUST,78462F10,402862,153.49001,-0.003958,-0.005315,-0.00357
84398,6/6/2007,2,SPY,SPDR TRUST,78462F10,402862,151.84,-0.01075,-0.009361,-0.007294
84398,6/7/2007,2,SPY,SPDR TRUST,78462F10,402862,149.10001,-0.018045,-0.018107,-0.01422
84398,6/8/2007,2,SPY,SPDR TRUST,78462F10,402862,151.03999,0.013011,0.010775,0.006328
84398,6/11/2007,2,SPY,SPDR TRUST,78462F10,402862,151.3,0.001721,0.001117,0.000193
84398,6/12/2007,2,SPY,SPDR TRUST,78462F10,402862,149.64999,-0.010906,-0.010828,-0.010319
84398,6/13/2007,2,SPY,SPDR TRUST,78462F10,402862,151.89,0.014968,0.014169,0.008852
84398,6/14/2007,2,SPY,SPDR TRUST,78462F10,402862,152.86,0.006386,0.00536,0.004925
84398,6/15/2007,2,SPY,SPDR TRUST,78462F10,402862,153.07001,0.005663,0.007417,0.007951
84398,6/18/2007,2,SPY,SPDR TRUST,78462F10,402862,152.89,-0.001176,-0.000898,0.000237
84398,6/19/2007,2,SPY,SPDR TRUST,78462F10,402862,153.27,0.002485,0.001779,0.002899
84398,6/20/2007,2,SPY,SPDR TRUST,78462F10,402862,151.14,-0.013897,-0.012711,-0.008315
84398,6/21/2007,2,SPY,SPDR TRUST,78462F10,402862,151.98,0.005558,0.005389,0.002338
84398,6/22/2007,2,SPY,SPDR TRUST,78462F10,402862,150.55,-0.009409,-0.010741,-0.005932
84398,6/25/2007,2,SPY,SPDR TRUST,78462F10,402862,149.83,-0.004782,-0.004825,-0.006476
84398,6/26/2007,2,SPY,SPDR TRUST,78462F10,402862,148.28999,-0.010278,-0.004023,-0.003078
84398,6/27/2007,2,SPY,SPDR TRUST,78462F10,402862,150.39999,0.014229,0.009351,0.008031
84398,6/28/2007,2,SPY,SPDR TRUST,78462F10,402862,150.38,-0.000133,0.000737,0.002357
84398,6/29/2007,2,SPY,SPDR TRUST,78462F10,395562,150.42999,0.000332,-0.000728,0.000124
84398,7/2/2007,2,SPY,SPDR TRUST,78462F10,395562,151.78999,0.009041,0.011411,0.008541
84398,7/3/2007,2,SPY,SPDR TRUST,78462F10,395562,152.34,0.003623,0.003443,0.002199
84398,7/5/2007,2,SPY,SPDR TRUST,78462F10,395562,152.17999,-0.00105,0.001213,0.001641
84398,7/6/2007,2,SPY,SPDR TRUST,78462F10,395562,152.98,0.005257,0.004469,0.003896
84398,7/9/2007,2,SPY,SPDR TRUST,78462F10,395562,153,0.000131,0.001551,0.002156
84398,7/10/2007,2,SPY,SPDR TRUST,78462F10,395562,150.92,-0.013595,-0.013594,-0.010451
84398,7/11/2007,2,SPY,SPDR TRUST,78462F10,395562,151.99001,0.00709,0.005066,0.002479
84398,7/12/2007,2,SPY,SPDR TRUST,78462F10,395562,154.39,0.01579,0.017516,0.010693
84398,7/13/2007,2,SPY,SPDR TRUST,78462F10,395562,154.85001,0.00298,0.003177,0.001082
84398,7/16/2007,2,SPY,SPDR TRUST,78462F10,395562,154.83,-0.000129,-0.003054,-0.004465
84398,7/17/2007,2,SPY,SPDR TRUST,78462F10,395562,154.75,-0.000517,-0.000071,0.00006
84398,7/18/2007,2,SPY,SPDR TRUST,78462F10,395562,154.47,-0.001809,-0.001557,-0.003549
84398,7/19/2007,2,SPY,SPDR TRUST,78462F10,395562,155.07001,0.003884,0.004852,0.005587
84398,7/20/2007,2,SPY,SPDR TRUST,78462F10,395562,153.5,-0.010125,-0.011677,-0.009234
84398,7/23/2007,2,SPY,SPDR TRUST,78462F10,395562,153.97,0.003062,0.003035,-0.000493
84398,7/24/2007,2,SPY,SPDR TRUST,78462F10,395562,151.3,-0.017341,-0.020134,-0.019044
84398,7/25/2007,2,SPY,SPDR TRUST,78462F10,395562,151.61,0.002049,0.002685,-0.002476
84398,7/26/2007,2,SPY,SPDR TRUST,78462F10,395562,148.02,-0.023679,-0.023861,-0.021884
84398,7/27/2007,2,SPY,SPDR TRUST,78462F10,395562,145.11,-0.01966,-0.014735,-0.010659
84398,7/30/2007,2,SPY,SPDR TRUST,78462F10,395562,147.38,0.015643,0.009312,0.004439
84398,7/31/2007,2,SPY,SPDR TRUST,78462F10,381862,145.72,-0.011263,-0.010141,-0.003866
84398,8/1/2007,2,SPY,SPDR TRUST,78462F10,381862,146.42999,0.004872,0.00412,-0.005684
84398,8/2/2007,2,SPY,SPDR TRUST,78462F10,381862,147.60001,0.00799,0.005971,0.004093
84398,8/3/2007,2,SPY,SPDR TRUST,78462F10,381862,143.8,-0.025745,-0.025938,-0.022608
