PERMNO,date,EXCHCD,SICCD,TICKER,COMNAM,CUSIP,SHROUT,PRC,RET,vwretd,ewretd
84398,4/30/2003,2,6726,SPY,SPDR TRUST,78462F10,462445,91.91,0.084612,0.082762,0.098231
84398,5/30/2003,2,6726,SPY,SPDR TRUST,78462F10,456748,96.95,0.054836,0.063471,0.133177
84398,6/30/2003,2,6726,SPY,SPDR TRUST,78462F10,442048,97.63,0.01073,0.016336,0.049745
84398,7/31/2003,2,6726,SPY,SPDR TRUST,78462F10,376748,99.39,0.018027,0.023112,0.061927
84398,8/29/2003,2,6726,SPY,SPDR TRUST,78462F10,344652,101.44,0.020626,0.024966,0.047429
84398,9/30/2003,2,6726,SPY,SPDR TRUST,78462F10,361002,99.95,-0.010745,-0.009112,0.025239
84398,10/31/2003,2,6726,SPY,SPDR TRUST,78462F10,361752,105.3,0.053527,0.060319,0.080954
84398,11/28/2003,2,6726,SPY,SPDR TRUST,78462F10,353556,106.45,0.010921,0.016593,0.038147
84398,12/31/2003,2,6726,SPY,SPDR TRUST,78462F10,395856,111.28,0.050217,0.045488,0.038908
84398,1/30/2004,2,6726,SPY,SPDR TRUST,78462F10,368706,113.48,0.01977,0.023051,0.065763
84398,2/27/2004,2,6726,SPY,SPDR TRUST,78462F10,368664,115.02,0.013571,0.015458,0.01372
84398,3/31/2004,2,6726,SPY,SPDR TRUST,78462F10,362214,113.1,-0.013261,-0.010674,0.006293
84398,4/30/2004,2,6726,SPY,SPDR TRUST,78462F10,369014,110.96,-0.018921,-0.024232,-0.04359
84398,5/28/2004,2,6726,SPY,SPDR TRUST,78462F10,358971,112.86,0.017123,0.014068,0.002593
84398,6/30/2004,2,6726,SPY,SPDR TRUST,78462F10,417521,114.53,0.018463,0.021598,0.022731
84398,7/30/2004,2,6726,SPY,SPDR TRUST,78462F10,384221,110.84,-0.032219,-0.037667,-0.05109
84398,8/31/2004,2,6726,SPY,SPDR TRUST,78462F10,400780,111.11,0.002436,0.002713,-0.004742
84398,9/30/2004,2,6726,SPY,SPDR TRUST,78462F10,408980,111.76,0.010069,0.020547,0.041601
84398,10/29/2004,2,6726,SPY,SPDR TRUST,78462F10,405030,113.2,0.012885,0.017806,0.020845
84398,11/30/2004,2,6726,SPY,SPDR TRUST,78462F10,444290,117.89,0.044532,0.048207,0.079935
84398,12/31/2004,2,6726,SPY,SPDR TRUST,78462F10,461947,120.87,0.030095,0.035178,0.052928
84398,1/31/2005,2,6726,SPY,SPDR TRUST,78462F10,464447,118.16,-0.022421,-0.026555,-0.029282
84398,2/28/2005,2,6726,SPY,SPDR TRUST,78462F10,409960,120.63,0.020904,0.02268,0.016643
84398,3/31/2005,2,6726,SPY,SPDR TRUST,78462F10,437060,117.96,-0.018262,-0.016949,-0.031842
84398,4/29/2005,2,6726,SPY,SPDR TRUST,78462F10,417960,115.75,-0.018735,-0.025185,-0.046513
84398,5/31/2005,2,6726,SPY,SPDR TRUST,78462F10,455181,119.48,0.032225,0.037956,0.04382
84398,6/30/2005,2,6726,SPY,SPDR TRUST,78462F10,435731,119.18,0.00157,0.011532,0.032139
84398,7/29/2005,2,6726,SPY,SPDR TRUST,78462F10,400031,123.74,0.038261,0.043325,0.058751
84398,8/31/2005,2,6726,SPY,SPDR TRUST,78462F10,385304,122.58,-0.009374,-0.005945,-0.007216
84398,9/30/2005,2,6726,SPY,SPDR TRUST,78462F10,390804,123.04,0.008009,0.010606,0.010533
84398,10/31/2005,2,6726,SPY,SPDR TRUST,78462F10,410904,120.13,-0.023651,-0.020877,-0.033876
84398,11/30/2005,2,6726,SPY,SPDR TRUST,78462F10,455280,125.41,0.043952,0.040329,0.034319
84398,12/30/2005,2,6726,SPY,SPDR TRUST,78462F10,471080,124.51,-0.001821,0.003456,0.013484
84398,1/31/2006,2,6726,SPY,SPDR TRUST,78462F10,433630,127.5,0.024014,0.040044,0.076354
84398,2/28/2006,2,6726,SPY,SPDR TRUST,78462F10,415907,128.23,0.005725,-0.001637,0.004836
84398,3/31/2006,2,6726,SPY,SPDR TRUST,78462F10,392757,129.83,0.016529,0.019053,0.036978
84398,4/28/2006,2,6726,SPY,SPDR TRUST,78462F10,396257,131.47,0.012632,0.012965,0.009791
84398,5/31/2006,2,6726,SPY,SPDR TRUST,78462F10,400777,127.51,-0.030121,-0.031045,-0.044331
84398,6/30/2006,2,6726,SPY,SPDR TRUST,78462F10,429477,127.23,0.00216,-0.000386,-0.008479
84398,7/31/2006,2,6726,SPY,SPDR TRUST,78462F10,448427,127.85,0.004873,-0.001884,-0.022698
84398,8/31/2006,2,6726,SPY,SPDR TRUST,78462F10,436950,130.64,0.021822,0.025048,0.025011
84398,9/29/2006,2,6726,SPY,SPDR TRUST,78462F10,427250,133.58,0.026939,0.019424,0.009006
84398,10/31/2006,2,6726,SPY,SPDR TRUST,78462F10,463850,137.78999,0.031517,0.037133,0.046211
84398,11/30/2006,2,6726,SPY,SPDR TRUST,78462F10,479972,140.53,0.019885,0.023705,0.031168
84398,12/29/2006,2,6726,SPY,SPDR TRUST,78462F10,449972,141.62,0.013397,0.010854,0.0148
84398,1/31/2007,2,6726,SPY,SPDR TRUST,78462F10,445872,143.75,0.01504,0.019401,0.022283
84398,2/28/2007,2,6726,SPY,SPDR TRUST,78462F10,421144,140.92999,-0.019617,-0.013994,0.002111
84398,3/30/2007,2,6726,SPY,SPDR TRUST,78462F10,429344,142,0.011504,0.012946,0.006545
84398,4/30/2007,2,6726,SPY,SPDR TRUST,78462F10,405994,148.28999,0.044296,0.039821,0.027044
84398,5/31/2007,2,6726,SPY,SPDR TRUST,78462F10,402862,153.32001,0.03392,0.038932,0.023123
84398,6/29/2007,2,6726,SPY,SPDR TRUST,78462F10,395562,150.42999,-0.014574,-0.014754,-0.007906
84398,7/31/2007,2,6726,SPY,SPDR TRUST,78462F10,381862,145.72,-0.03131,-0.031758,-0.043537
84398,8/31/2007,2,6726,SPY,SPDR TRUST,78462F10,503530,147.59,0.012833,0.011631,-0.011712
84398,9/28/2007,2,6726,SPY,SPDR TRUST,78462F10,539730,152.58,0.03868,0.040849,0.025364
84398,10/31/2007,2,6726,SPY,SPDR TRUST,78462F10,477330,154.64999,0.013567,0.025834,0.017406
84398,11/30/2007,2,6726,SPY,SPDR TRUST,78462F10,495095,148.66,-0.038733,-0.049327,-0.076617
84398,12/31/2007,2,6726,SPY,SPDR TRUST,78462F10,689595,146.21001,-0.011265,-0.004428,-0.010989
84398,1/31/2008,2,6726,SPY,SPDR TRUST,78462F10,661295,137.37,-0.060461,-0.062147,-0.045066
84398,2/29/2008,2,6726,SPY,SPDR TRUST,78462F10,500121,133.82001,-0.025843,-0.021664,-0.021401
84398,3/31/2008,2,6726,SPY,SPDR TRUST,78462F10,612571,131.97,-0.009027,-0.010419,-0.025309
84398,4/30/2008,2,6726,SPY,SPDR TRUST,78462F10,546771,138.25999,0.047662,0.051106,0.031907
84398,5/30/2008,2,6726,SPY,SPDR TRUST,78462F10,532593,140.35001,0.015117,0.023841,0.031787
84398,6/30/2008,2,6726,SPY,SPDR TRUST,78462F10,562193,127.98,-0.083369,-0.078433,-0.086625
84398,7/31/2008,2,6726,SPY,SPDR TRUST,78462F10,589643,126.83,-0.008986,-0.013328,-0.001295
84398,8/29/2008,2,6726,SPY,SPDR TRUST,78462F10,610176,128.78999,0.015454,0.010563,0.013023
84398,9/30/2008,2,6726,SPY,SPDR TRUST,78462F10,776226,115.99,-0.094022,-0.098007,-0.120091
84398,10/31/2008,2,6726,SPY,SPDR TRUST,78462F10,813326,96.83,-0.165187,-0.184621,-0.205222
84398,11/28/2008,2,6726,SPY,SPDR TRUST,78462F10,836968,90.09,-0.069607,-0.084615,-0.13032
84398,12/31/2008,2,6726,SPY,SPDR TRUST,78462F10,1051568,90.24,0.00965,0.022148,0.042176
84398,1/30/2009,2,6726,SPY,SPDR TRUST,78462F10,1050818,82.83,-0.082114,-0.077323,-0.024042
84398,2/27/2009,4,6726,SPY,SPDR TRUST,78462F10,840358,73.93,-0.107449,-0.100214,-0.107667
84398,3/31/2009,4,6726,SPY,SPDR TRUST,78462F10,758260,79.52,0.083206,0.08669,0.107474
84398,4/30/2009,4,6726,SPY,SPDR TRUST,78462F10,692710,87.42,0.099346,0.109359,0.192762
84398,5/29/2009,4,6726,SPY,SPDR TRUST,78462F10,704790,92.53,0.058453,0.067788,0.10233
84398,6/30/2009,4,6726,SPY,SPDR TRUST,78462F10,696740,91.95,-0.000668,-0.003098,0.023921
84398,7/31/2009,4,6726,SPY,SPDR TRUST,78462F10,678640,98.81,0.074606,0.081719,0.085217
84398,8/31/2009,4,6726,SPY,SPDR TRUST,78462F10,715660,102.46,0.03694,0.031459,0.056864
84398,9/30/2009,4,6726,SPY,SPDR TRUST,78462F10,663310,105.59,0.03551,0.045222,0.071255
84398,10/30/2009,4,6726,SPY,SPDR TRUST,78462F10,647910,103.56,-0.019225,-0.027993,-0.050612
84398,11/30/2009,4,6726,SPY,SPDR TRUST,78462F10,657830,109.94,0.061607,0.057098,0.028476
84398,12/31/2009,4,6726,SPY,SPDR TRUST,78462F10,761530,111.44,0.019012,0.028419,0.055001
84398,1/29/2010,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,612980,107.39,-0.036342,-0.037096,-0.011388
84398,2/26/2010,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,667530,110.74,0.031195,0.034774,0.033603
84398,3/31/2010,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,684830,117,0.060867,0.063606,0.069289
84398,4/30/2010,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,606730,118.8125,0.015491,0.020043,0.057843
84398,5/28/2010,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,613730,109.369,-0.079482,-0.079136,-0.076929
84398,6/30/2010,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,703580,103.22,-0.051365,-0.050725,-0.056799
84398,7/30/2010,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,662230,110.27,0.068301,0.070292,0.05994
84398,8/31/2010,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,619680,105.31,-0.04498,-0.042813,-0.047566
84398,9/30/2010,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,697030,114.13,0.08947,0.091518,0.096418
84398,10/29/2010,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,690430,118.49,0.038202,0.038531,0.040681
84398,11/30/2010,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,678980,118.4925,0.000021,0.005108,0.010736
84398,12/31/2010,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,723380,125.75,0.066757,0.06715,0.068851
84398,1/31/2011,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,743530,128.67999,0.0233,0.019157,0.014412
84398,2/28/2011,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,683330,133.14999,0.034737,0.038165,0.037036
84398,3/31/2011,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,690280,132.59,-0.00005,0.003366,0.008605
84398,4/29/2011,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,697980,136.42999,0.028961,0.028688,0.019203
84398,5/31/2011,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,676230,134.89999,-0.011215,-0.014935,-0.018549
84398,6/30/2011,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,702880,131.97,-0.017067,-0.018395,-0.024106
84398,7/29/2011,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,706430,129.33,-0.020005,-0.02247,-0.021813
84398,8/31/2011,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,730980,122.22,-0.054976,-0.057472,-0.075715
84398,9/30/2011,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,715080,113.15,-0.069097,-0.084873,-0.10092
84398,10/31/2011,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,697880,125.5,0.109147,0.113977,0.107697
84398,11/30/2011,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,679780,124.99,-0.004064,-0.006226,-0.020645
84398,12/30/2011,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,694780,125.5,0.010242,0.003702,-0.003561
84398,1/31/2012,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,736680,131.32001,0.046375,0.054076,0.085342
84398,2/29/2012,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,736680,137.02,0.043405,0.041186,0.036494
84398,3/30/2012,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,710732,140.81,0.03214,0.023994,0.017608
84398,4/30/2012,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,739982,139.87,-0.006676,-0.006801,-0.009106
84398,5/31/2012,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,737982,131.47,-0.060056,-0.065531,-0.068434
84398,6/29/2012,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,756432,136.105,0.04049,0.038156,0.034188
84398,7/31/2012,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,776882,137.71001,0.011792,0.010266,-0.003281
84398,8/31/2012,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,765732,141.16,0.025053,0.026265,0.02482
84398,9/28/2012,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,834132,143.97,0.025428,0.026539,0.034925
84398,10/31/2012,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,771382,141.35001,-0.018198,-0.014101,-0.013477
84398,11/30/2012,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,774432,142.155,0.005695,0.006193,0.00279
84398,12/31/2012,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,868582,142.41,0.008982,0.012531,0.021872
84398,1/31/2013,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,852632,149.7,0.05119,0.054094,0.063509
84398,2/28/2013,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,808182,151.61,0.012759,0.008332,0.0035
84398,3/28/2013,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,829132,156.67,0.037951,0.035274,0.031419
84398,4/30/2013,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,824082,159.67999,0.019212,0.014945,0.002477
84398,5/31/2013,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,848132,163.44501,0.023579,0.019067,0.023985
84398,6/28/2013,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,833282,160.42,-0.013374,-0.015039,-0.013012
84398,7/31/2013,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,909882,168.71001,0.051677,0.052681,0.054898
84398,8/30/2013,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,835382,163.64999,-0.029992,-0.025714,-0.017278
84398,9/30/2013,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,868332,168.00999,0.031763,0.037477,0.051828
84398,10/31/2013,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,901282,175.78999,0.046307,0.039852,0.025762
84398,11/29/2013,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,901932,181,0.029638,0.024947,0.023398
84398,12/31/2013,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,945832,184.69,0.025803,0.026126,0.025242
84398,1/31/2014,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,861532,178.17999,-0.035248,-0.029957,-0.001282
84398,2/28/2014,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,848982,186.28999,0.045516,0.046173,0.044257
84398,3/31/2014,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,847432,187.00999,0.008291,0.004469,0.001028
84398,4/30/2014,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,847782,188.31,0.006952,0.001661,-0.022319
84398,5/30/2014,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,829282,192.67999,0.023206,0.020219,0.006647
84398,6/30/2014,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,860882,195.72,0.020639,0.027941,0.039501
84398,7/31/2014,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,893732,193.09,-0.013438,-0.020523,-0.035223
84398,8/29/2014,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,857932,200.71001,0.039464,0.040186,0.033697
84398,9/30/2014,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,920532,197.02,-0.013705,-0.025129,-0.044988
84398,10/31/2014,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,909532,201.66,0.023551,0.021184,0.014199
84398,11/28/2014,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,968282,207.2,0.027472,0.02115,-0.002457
84398,12/31/2014,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,1050482,205.53999,-0.002534,-0.003616,-0.00019
84398,1/30/2015,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,917832,199.45,-0.029629,-0.027152,-0.019073
84398,2/27/2015,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,920932,210.66,0.056205,0.055948,0.054123
84398,3/31/2015,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,895932,206.42999,-0.015661,-0.010439,-0.005112
84398,4/30/2015,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,853082,208.46001,0.009834,0.008723,0.015127
84398,5/29/2015,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,836332,211.14,0.012856,0.010326,0.003962
84398,6/30/2015,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,840132,205.85001,-0.020176,-0.019259,-0.013473
84398,7/31/2015,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,849182,210.5,0.022589,0.012095,-0.027144
84398,8/31/2015,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,840732,197.67,-0.06095,-0.059996,-0.047295
84398,9/30/2015,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,878782,191.63,-0.025328,-0.033738,-0.049922
84398,10/30/2015,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,876332,207.92999,0.08506,0.073963,0.052873
84398,11/30/2015,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,866082,208.69,0.003655,0.002442,0.007333
84398,12/31/2015,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,902532,203.87,-0.017291,-0.022257,-0.035887
84398,1/29/2016,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,893082,193.72079,-0.049783,-0.057035,-0.074951
84398,2/29/2016,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,879832,193.56,-0.00083,0.000682,0.005557
84398,3/31/2016,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,892782,205.52,0.067212,0.07046,0.078191
84398,4/29/2016,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,904932,206.3308,0.003945,0.011799,0.039834
84398,5/31/2016,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,880582,209.84,0.017008,0.014296,-0.000617
84398,6/30/2016,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,846432,209.47501,0.0034,0.003123,0.005839
84398,7/29/2016,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,911132,217.12,0.036496,0.03874,0.049867
84398,8/31/2016,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,911932,217.38,0.001198,0.002787,0.013067
84398,9/30/2016,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,919082,216.3,0.00001,0.003016,0.015373
84398,10/31/2016,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,918932,212.55,-0.017337,-0.02159,-0.039941
84398,11/30/2016,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,948732,220.38,0.036838,0.040415,0.050505
84398,12/30/2016,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,1004882,223.53,0.020324,0.018775,0.015889
84398,1/31/2017,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,1002282,227.53,0.017895,0.022177,0.025931
84398,2/28/2017,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,995182,236.47,0.039292,0.032638,0.01713
84398,3/31/2017,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,1022832,235.74001,0.001282,0.002089,0.00639
84398,4/28/2017,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,997332,238.08,0.009926,0.009612,0.003684
84398,5/31/2017,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,974732,241.44,0.014113,0.00934,-0.011327
84398,6/30/2017,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,978982,241.8,0.006391,0.00946,0.022916
84398,7/31/2017,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,977782,246.77,0.020554,0.020327,0.00911
84398,8/31/2017,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,998132,247.49001,0.002918,0.001591,-0.008749
84398,9/29/2017,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,966882,251.23,0.0201,0.023704,0.046757
84398,10/31/2017,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,988532,257.14999,0.023564,0.019264,0.002211
84398,11/30/2017,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,958232,265.01001,0.030566,0.027269,0.020836
84398,12/29/2017,4,6726,SPY,SPDR S & P 500 E T F TRUST,78462F10,1043032,266.85999,0.01208,0.012163,0.01422
86449,1/31/2000,2,6726,XLB,SECTOR SPDR TRUST,81369Y10,5250,23.32813,-0.122281,-0.039607,0.050642
86449,2/29/2000,2,6726,XLB,SECTOR SPDR TRUST,81369Y10,5250,20.98438,-0.100469,0.031782,0.120481
86449,3/31/2000,2,6726,XLB,SECTOR SPDR TRUST,81369Y10,5250,23.04688,0.100881,0.053499,-0.000464
86449,4/28/2000,2,6726,XLB,SECTOR SPDR TRUST,81369Y10,5250,22.28125,-0.03322,-0.059527,-0.088473
86449,5/31/2000,2,6726,XLB,SECTOR SPDR TRUST,81369Y10,5250,21.57813,-0.031557,-0.03887,-0.057337
86449,6/30/2000,2,6726,XLB,SECTOR SPDR TRUST,81369Y10,5250,19.64063,-0.085177,0.051603,0.079304
86449,7/31/2000,2,6726,XLB,SECTOR SPDR TRUST,81369Y10,5250,19.8125,0.008751,-0.017712,-0.019303
86449,8/31/2000,2,6726,XLB,SECTOR SPDR TRUST,81369Y10,500,20.26563,0.022871,0.075007,0.0593
86449,9/29/2000,2,6726,XLB,SECTOR SPDR TRUST,81369Y10,5000,18.15625,-0.098666,-0.051144,-0.040045
86449,10/31/2000,2,6726,XLB,SECTOR SPDR TRUST,81369Y10,5000,19.76563,0.08864,-0.024495,-0.066833
86449,11/30/2000,2,6726,XLB,SECTOR SPDR TRUST,81369Y10,5000,19.26563,-0.025296,-0.102373,-0.118569
86449,12/29/2000,2,6726,XLB,SECTOR SPDR TRUST,81369Y10,5000,21.42188,0.145118,0.020423,-0.007053
86449,1/31/2001,2,6726,XLB,SECTOR SPDR TRUST,81369Y10,5000,20.85,-0.026696,0.039599,0.225038
