trd_date,volume,adj_prc_d,symbol,etf_nm
1/3/2000,8164300,104.3268,SPY,SPDR S&P 500
1/4/2000,8089800,100.2469,SPY,SPDR S&P 500
1/5/2000,12177900,100.4263,SPY,SPDR S&P 500
1/6/2000,6227200,98.8123,SPY,SPDR S&P 500
1/7/2000,8066500,104.5509,SPY,SPDR S&P 500
1/10/2000,5741700,104.9096,SPY,SPDR S&P 500
1/11/2000,7503700,103.6543,SPY,SPDR S&P 500
1/12/2000,6907700,102.6231,SPY,SPDR S&P 500
1/13/2000,5158300,104.0129,SPY,SPDR S&P 500
1/14/2000,7437300,105.4251,SPY,SPDR S&P 500
1/18/2000,6488500,104.5958,SPY,SPDR S&P 500
1/19/2000,6157900,105.4476,SPY,SPDR S&P 500
1/20/2000,5800100,103.8336,SPY,SPDR S&P 500
1/21/2000,6244800,103.6094,SPY,SPDR S&P 500
1/24/2000,7896900,100.6728,SPY,SPDR S&P 500
1/25/2000,9942500,101.8161,SPY,SPDR S&P 500
1/26/2000,5158100,101.0091,SPY,SPDR S&P 500
1/27/2000,10922700,100.6056,SPY,SPDR S&P 500
1/28/2000,11916200,97.4673,SPY,SPDR S&P 500
1/31/2000,10768700,100.1124,SPY,SPDR S&P 500
2/1/2000,8419900,101.0988,SPY,SPDR S&P 500
2/2/2000,6205900,101.1884,SPY,SPDR S&P 500
2/3/2000,7997500,102.7128,SPY,SPDR S&P 500
2/4/2000,4925400,102.2868,SPY,SPDR S&P 500
2/7/2000,5845800,102.1299,SPY,SPDR S&P 500
2/8/2000,4936400,103.5198,SPY,SPDR S&P 500
2/9/2000,8511500,101.3453,SPY,SPDR S&P 500
2/10/2000,6690600,101.5471,SPY,SPDR S&P 500
2/11/2000,9849800,99.4848,SPY,SPDR S&P 500
2/14/2000,8528800,100.0676,SPY,SPDR S&P 500
2/15/2000,11078300,101.1996,SPY,SPDR S&P 500
2/16/2000,8845400,99.7089,SPY,SPDR S&P 500
2/17/2000,7584200,99.1933,SPY,SPDR S&P 500
2/18/2000,9409200,97.0638,SPY,SPDR S&P 500
2/22/2000,16415400,96.8172,SPY,SPDR S&P 500
2/23/2000,12119000,97.9605,SPY,SPDR S&P 500
2/24/2000,17375000,95.9878,SPY,SPDR S&P 500
2/25/2000,10559900,95.6403,SPY,SPDR S&P 500
2/28/2000,13397800,97.6466,SPY,SPDR S&P 500
2/29/2000,8242500,98.5881,SPY,SPDR S&P 500
3/1/2000,6868000,99.3054,SPY,SPDR S&P 500
3/2/2000,7600200,99.3727,SPY,SPDR S&P 500
3/3/2000,12770300,101.2333,SPY,SPDR S&P 500
3/6/2000,11967100,100.2469,SPY,SPDR S&P 500
3/7/2000,20062000,98.3079,SPY,SPDR S&P 500
3/8/2000,11808500,98.1846,SPY,SPDR S&P 500
3/9/2000,5500900,101.0539,SPY,SPDR S&P 500
3/10/2000,7924600,100.5159,SPY,SPDR S&P 500
3/13/2000,10540500,99.4175,SPY,SPDR S&P 500
3/14/2000,8263900,98.0053,SPY,SPDR S&P 500
3/15/2000,10300800,100.2918,SPY,SPDR S&P 500
3/16/2000,25601400,104.9768,SPY,SPDR S&P 500
3/17/2000,10272900,105.6689,SPY,SPDR S&P 500
3/20/2000,12502300,105.1295,SPY,SPDR S&P 500
3/21/2000,13612600,107.287,SPY,SPDR S&P 500
3/22/2000,8260000,107.9386,SPY,SPDR S&P 500
3/23/2000,11654500,109.7814,SPY,SPDR S&P 500
3/24/2000,11462900,110.4332,SPY,SPDR S&P 500
3/27/2000,8798600,109.2646,SPY,SPDR S&P 500
3/28/2000,6334400,108.6353,SPY,SPDR S&P 500
3/29/2000,6747500,108.7477,SPY,SPDR S&P 500
3/30/2000,9491900,106.9274,SPY,SPDR S&P 500
3/31/2000,9249100,108.1409,SPY,SPDR S&P 500
4/3/2000,8508200,108.7702,SPY,SPDR S&P 500
4/4/2000,19585500,107.9612,SPY,SPDR S&P 500
4/5/2000,8387200,107.287,SPY,SPDR S&P 500
4/6/2000,6378500,108.2195,SPY,SPDR S&P 500
4/7/2000,6023600,108.905,SPY,SPDR S&P 500
4/10/2000,9624200,108.478,SPY,SPDR S&P 500
4/11/2000,9006400,108.1634,SPY,SPDR S&P 500
4/12/2000,10779200,105.1969,SPY,SPDR S&P 500
4/13/2000,12225800,103.7362,SPY,SPDR S&P 500
4/14/2000,29604000,97.8033,SPY,SPDR S&P 500
4/17/2000,23918200,101.2192,SPY,SPDR S&P 500
4/18/2000,11069200,103.8935,SPY,SPDR S&P 500
4/19/2000,6553700,102.9272,SPY,SPDR S&P 500
4/20/2000,8537600,103.4216,SPY,SPDR S&P 500
4/24/2000,12893100,102.2979,SPY,SPDR S&P 500
4/25/2000,14102000,106.5453,SPY,SPDR S&P 500
4/26/2000,7711100,105.343,SPY,SPDR S&P 500
4/27/2000,15595300,104.9947,SPY,SPDR S&P 500
4/28/2000,8743400,104.3429,SPY,SPDR S&P 500
5/1/2000,7328300,105.7588,SPY,SPDR S&P 500
5/2/2000,9411900,103.6463,SPY,SPDR S&P 500
5/3/2000,12630700,101.2192,SPY,SPDR S&P 500
5/4/2000,5963600,101.9833,SPY,SPDR S&P 500
5/5/2000,7862400,103.2193,SPY,SPDR S&P 500
5/8/2000,5064100,102.444,SPY,SPDR S&P 500
5/9/2000,5620300,101.6237,SPY,SPDR S&P 500
5/10/2000,10293900,99.3315,SPY,SPDR S&P 500
5/11/2000,7091100,101.6012,SPY,SPDR S&P 500
5/12/2000,5960800,102.7024,SPY,SPDR S&P 500
5/15/2000,4441300,104.4778,SPY,SPDR S&P 500
5/16/2000,8192200,105.4891,SPY,SPDR S&P 500
5/17/2000,5907200,104.3879,SPY,SPDR S&P 500
5/18/2000,4325600,103.1069,SPY,SPDR S&P 500
5/19/2000,6518400,101.4889,SPY,SPDR S&P 500
5/22/2000,10839400,100.7248,SPY,SPDR S&P 500
5/23/2000,7979200,99.2416,SPY,SPDR S&P 500
5/24/2000,11081500,100.8596,SPY,SPDR S&P 500
5/25/2000,8278900,99.1292,SPY,SPDR S&P 500
5/26/2000,4814000,99.2416,SPY,SPDR S&P 500
5/30/2000,5362700,102.4777,SPY,SPDR S&P 500
5/31/2000,6056500,102.7024,SPY,SPDR S&P 500
6/1/2000,8961600,104.5003,SPY,SPDR S&P 500
6/2/2000,8962200,106.3206,SPY,SPDR S&P 500
6/5/2000,6998100,105.8037,SPY,SPDR S&P 500
6/6/2000,4858900,105.3318,SPY,SPDR S&P 500
6/7/2000,4919500,106.0621,SPY,SPDR S&P 500
6/8/2000,5723100,105.6464,SPY,SPDR S&P 500
6/9/2000,3085300,105.4216,SPY,SPDR S&P 500
6/12/2000,3678900,104.1857,SPY,SPDR S&P 500
6/13/2000,6558700,106.1408,SPY,SPDR S&P 500
6/14/2000,6420500,106.3206,SPY,SPDR S&P 500
6/15/2000,5881200,106.5453,SPY,SPDR S&P 500
6/16/2000,5567900,105.6719,SPY,SPDR S&P 500
6/19/2000,5106900,107.0235,SPY,SPDR S&P 500
6/20/2000,6480000,106.6406,SPY,SPDR S&P 500
6/21/2000,3115000,106.5955,SPY,SPDR S&P 500
6/22/2000,7490500,104.9736,SPY,SPDR S&P 500
6/23/2000,4863300,104.0726,SPY,SPDR S&P 500
6/26/2000,5201300,105.4128,SPY,SPDR S&P 500
6/27/2000,4159500,104.6357,SPY,SPDR S&P 500
6/28/2000,5347700,104.9286,SPY,SPDR S&P 500
6/29/2000,6345700,103.9374,SPY,SPDR S&P 500
6/30/2000,7420200,104.7258,SPY,SPDR S&P 500
7/3/2000,1436600,106.1675,SPY,SPDR S&P 500
7/5/2000,2748200,104.2528,SPY,SPDR S&P 500
7/6/2000,5963200,105.0637,SPY,SPDR S&P 500
7/7/2000,3034800,106.7532,SPY,SPDR S&P 500
7/10/2000,2816100,106.573,SPY,SPDR S&P 500
7/11/2000,5431600,106.7982,SPY,SPDR S&P 500
7/12/2000,5883000,107.4966,SPY,SPDR S&P 500
7/13/2000,5356000,107.9696,SPY,SPDR S&P 500
7/14/2000,5341900,109.0284,SPY,SPDR S&P 500
7/17/2000,4208300,108.8482,SPY,SPDR S&P 500
7/18/2000,4262100,107.9584,SPY,SPDR S&P 500
7/19/2000,8506800,107.0911,SPY,SPDR S&P 500
7/20/2000,4538900,108.5779,SPY,SPDR S&P 500
7/21/2000,5656900,106.4604,SPY,SPDR S&P 500
7/24/2000,5628500,105.8521,SPY,SPDR S&P 500
7/25/2000,4757100,106.1901,SPY,SPDR S&P 500
7/26/2000,12062500,105.1538,SPY,SPDR S&P 500
7/27/2000,7652600,104.7934,SPY,SPDR S&P 500
7/28/2000,6229500,102.4281,SPY,SPDR S&P 500
7/31/2000,5265500,103.0814,SPY,SPDR S&P 500
8/1/2000,3946600,103.7121,SPY,SPDR S&P 500
8/2/2000,7439800,104.2302,SPY,SPDR S&P 500
8/3/2000,4607100,104.9511,SPY,SPDR S&P 500
8/4/2000,3686600,105.5143,SPY,SPDR S&P 500
8/7/2000,4159800,106.7757,SPY,SPDR S&P 500
8/8/2000,3658700,107.1812,SPY,SPDR S&P 500
8/9/2000,5383800,106.2802,SPY,SPDR S&P 500
8/10/2000,4193400,105.762,SPY,SPDR S&P 500
8/11/2000,5089400,106.2576,SPY,SPDR S&P 500
8/14/2000,2966700,107.6092,SPY,SPDR S&P 500
8/15/2000,5564600,107.5191,SPY,SPDR S&P 500
8/16/2000,5191600,107.1362,SPY,SPDR S&P 500
8/17/2000,5652200,108.2625,SPY,SPDR S&P 500
8/18/2000,4626400,107.9021,SPY,SPDR S&P 500
8/21/2000,2380600,108.4878,SPY,SPDR S&P 500
8/22/2000,3075300,108.3075,SPY,SPDR S&P 500
8/23/2000,5483200,108.7355,SPY,SPDR S&P 500
8/24/2000,4529000,109.0734,SPY,SPDR S&P 500
8/25/2000,2822200,109.0284,SPY,SPDR S&P 500
8/28/2000,5518700,109.4001,SPY,SPDR S&P 500
8/29/2000,3561900,109.4226,SPY,SPDR S&P 500
8/30/2000,3964800,108.3751,SPY,SPDR S&P 500
8/31/2000,4863100,109.8168,SPY,SPDR S&P 500
9/1/2000,3191200,109.9295,SPY,SPDR S&P 500
9/5/2000,3470800,109.0509,SPY,SPDR S&P 500
9/6/2000,4322200,107.812,SPY,SPDR S&P 500
9/7/2000,4265500,108.7355,SPY,SPDR S&P 500
9/8/2000,3518200,107.9922,SPY,SPDR S&P 500
9/11/2000,3937500,107.8345,SPY,SPDR S&P 500
9/12/2000,4769100,107.0461,SPY,SPDR S&P 500
9/13/2000,7691600,107.3276,SPY,SPDR S&P 500
9/14/2000,3397100,107.8683,SPY,SPDR S&P 500
9/15/2000,4085700,105.5143,SPY,SPDR S&P 500
9/18/2000,5109300,104.5431,SPY,SPDR S&P 500
9/19/2000,6588200,105.4916,SPY,SPDR S&P 500
9/20/2000,6508100,104.7125,SPY,SPDR S&P 500
9/21/2000,5972300,103.1203,SPY,SPDR S&P 500
9/22/2000,7791300,104.9948,SPY,SPDR S&P 500
9/25/2000,9726300,104.2495,SPY,SPDR S&P 500
9/26/2000,5302400,102.917,SPY,SPDR S&P 500
9/27/2000,7186200,103.459,SPY,SPDR S&P 500
9/28/2000,7036400,104.7916,SPY,SPDR S&P 500
9/29/2000,9333600,103.7978,SPY,SPDR S&P 500
10/2/2000,5517800,103.9559,SPY,SPDR S&P 500
10/3/2000,9347200,102.9848,SPY,SPDR S&P 500
10/4/2000,6148900,103.843,SPY,SPDR S&P 500
10/5/2000,4566900,104.2044,SPY,SPDR S&P 500
10/6/2000,10014900,101.9459,SPY,SPDR S&P 500
10/9/2000,4508000,101.1781,SPY,SPDR S&P 500
10/10/2000,6104700,99.5068,SPY,SPDR S&P 500
10/11/2000,10346000,98.6712,SPY,SPDR S&P 500
10/12/2000,12336900,96.2095,SPY,SPDR S&P 500
10/13/2000,11778800,99.4165,SPY,SPDR S&P 500
10/16/2000,5659000,99.8682,SPY,SPDR S&P 500
10/17/2000,7831700,97.3839,SPY,SPDR S&P 500
10/18/2000,10897300,97.0225,SPY,SPDR S&P 500
10/19/2000,8767300,100.6812,SPY,SPDR S&P 500
10/20/2000,7373500,101.1103,SPY,SPDR S&P 500
10/23/2000,5290000,101.562,SPY,SPDR S&P 500
10/24/2000,5750700,100.8844,SPY,SPDR S&P 500
10/25/2000,9137600,98.5131,SPY,SPDR S&P 500
10/26/2000,9345800,98.7841,SPY,SPDR S&P 500
10/27/2000,9762900,100.6586,SPY,SPDR S&P 500
10/30/2000,10154100,101.562,SPY,SPDR S&P 500
10/31/2000,7752400,103.3123,SPY,SPDR S&P 500
11/1/2000,6753600,102.9622,SPY,SPDR S&P 500
11/2/2000,11395100,103.1316,SPY,SPDR S&P 500
11/3/2000,5187100,103.188,SPY,SPDR S&P 500
11/6/2000,4042500,103.9107,SPY,SPDR S&P 500
11/7/2000,5231300,103.8882,SPY,SPDR S&P 500
11/8/2000,6123300,101.5846,SPY,SPDR S&P 500
11/9/2000,10635300,101.2006,SPY,SPDR S&P 500
11/10/2000,8569500,98.7389,SPY,SPDR S&P 500
11/13/2000,17285300,97.9711,SPY,SPDR S&P 500
11/14/2000,7668900,100.5457,SPY,SPDR S&P 500
11/15/2000,8837700,100.8619,SPY,SPDR S&P 500
11/16/2000,6684100,99.281,SPY,SPDR S&P 500
11/17/2000,6551100,98.7502,SPY,SPDR S&P 500
11/20/2000,5458500,97.3387,SPY,SPDR S&P 500
11/21/2000,7684300,97.8356,SPY,SPDR S&P 500
11/22/2000,5736900,95.4981,SPY,SPDR S&P 500
11/24/2000,3411600,97.4516,SPY,SPDR S&P 500
11/27/2000,5992000,98.3098,SPY,SPDR S&P 500
11/28/2000,5336100,96.616,SPY,SPDR S&P 500
11/29/2000,6914100,96.4353,SPY,SPDR S&P 500
11/30/2000,11201600,95.5997,SPY,SPDR S&P 500
12/1/2000,7587200,95.5545,SPY,SPDR S&P 500
12/4/2000,6996600,96.3675,SPY,SPDR S&P 500
12/5/2000,8883400,99.5294,SPY,SPDR S&P 500
12/6/2000,12888000,97.9372,SPY,SPDR S&P 500
12/7/2000,6529100,96.5934,SPY,SPDR S&P 500
12/8/2000,10276300,96.8192,SPY,SPDR S&P 500
12/11/2000,6405600,100.1843,SPY,SPDR S&P 500
12/12/2000,5022900,99.7552,SPY,SPDR S&P 500
12/13/2000,6070500,98.3889,SPY,SPDR S&P 500
12/14/2000,7678400,97.1354,SPY,SPDR S&P 500
12/15/2000,9065300,94.9482,SPY,SPDR S&P 500
12/18/2000,7235400,96.2169,SPY,SPDR S&P 500
12/19/2000,9616600,94.2572,SPY,SPDR S&P 500
12/20/2000,9994300,91.5273,SPY,SPDR S&P 500
12/21/2000,14331500,92.1616,SPY,SPDR S&P 500
12/22/2000,10182900,94.9255,SPY,SPDR S&P 500
12/26/2000,4665300,95.945,SPY,SPDR S&P 500
12/27/2000,4854100,96.6473,SPY,SPDR S&P 500
12/28/2000,8358700,96.9418,SPY,SPDR S&P 500
12/29/2000,8774600,95.1068,SPY,SPDR S&P 500
1/2/2001,8737500,93.3759,SPY,SPDR S&P 500
1/3/2001,19431600,97.8707,SPY,SPDR S&P 500
1/4/2001,9219000,96.7833,SPY,SPDR S&P 500
1/5/2001,12911400,93.6659,SPY,SPDR S&P 500
1/8/2001,6625300,94.3909,SPY,SPDR S&P 500
1/9/2001,5702400,94.1009,SPY,SPDR S&P 500
1/10/2001,8746100,95.7683,SPY,SPDR S&P 500
1/11/2001,7245100,95.9133,SPY,SPDR S&P 500
1/12/2001,7244000,95.6958,SPY,SPDR S&P 500
1/16/2001,8542200,96.2758,SPY,SPDR S&P 500
1/17/2001,7851400,96.7833,SPY,SPDR S&P 500
1/18/2001,8107000,97.7257,SPY,SPDR S&P 500
1/19/2001,7782500,97.1571,SPY,SPDR S&P 500
1/22/2001,7050900,97.7982,SPY,SPDR S&P 500
1/23/2001,8463100,98.5957,SPY,SPDR S&P 500
1/24/2001,6199900,98.8857,SPY,SPDR S&P 500
1/25/2001,10818300,98.5957,SPY,SPDR S&P 500
1/26/2001,583200,98.5232,SPY,SPDR S&P 500
1/29/2001,6705900,99.0307,SPY,SPDR S&P 500
1/30/2001,7069100,99.9006,SPY,SPDR S&P 500
1/31/2001,9706900,99.3207,SPY,SPDR S&P 500
2/1/2001,8239100,99.9731,SPY,SPDR S&P 500
2/2/2001,8276400,97.7257,SPY,SPDR S&P 500
2/5/2001,4352900,98.4507,SPY,SPDR S&P 500
2/6/2001,7106700,98.1607,SPY,SPDR S&P 500
2/7/2001,5748700,97.6532,SPY,SPDR S&P 500
2/8/2001,5943300,96.4933,SPY,SPDR S&P 500
2/9/2001,9913000,95.5508,SPY,SPDR S&P 500
2/12/2001,5804400,96.7108,SPY,SPDR S&P 500
2/13/2001,6587600,95.9133,SPY,SPDR S&P 500
2/14/2001,8400100,95.7683,SPY,SPDR S&P 500
2/15/2001,5929800,96.6383,SPY,SPDR S&P 500
2/16/2001,6434900,94.5359,SPY,SPDR S&P 500
2/20/2001,5760000,93.0859,SPY,SPDR S&P 500
2/21/2001,10910800,91.056,SPY,SPDR S&P 500
2/22/2001,21281600,91.201,SPY,SPDR S&P 500
2/23/2001,20173000,90.621,SPY,SPDR S&P 500
2/26/2001,11503700,92.506,SPY,SPDR S&P 500
2/27/2001,11415200,91.636,SPY,SPDR S&P 500
2/28/2001,14825800,89.8961,SPY,SPDR S&P 500
3/1/2001,14672000,90.3311,SPY,SPDR S&P 500
3/2/2001,12564300,89.6061,SPY,SPDR S&P 500
3/5/2001,5292900,90.4036,SPY,SPDR S&P 500
3/6/2001,363400,91.4185,SPY,SPDR S&P 500
3/7/2001,6371700,92.071,SPY,SPDR S&P 500
3/8/2001,6055000,92.1435,SPY,SPDR S&P 500
3/9/2001,10020300,89.4611,SPY,SPDR S&P 500
3/12/2001,13973100,85.6188,SPY,SPDR S&P 500
3/13/2001,12888000,86.9962,SPY,SPDR S&P 500
3/14/2001,222600,85.3288,SPY,SPDR S&P 500
3/15/2001,10370300,85.3288,SPY,SPDR S&P 500
3/16/2001,58514600,83.6001,SPY,SPDR S&P 500
3/19/2001,10067800,85.3448,SPY,SPDR S&P 500
3/20/2001,15090700,83.0185,SPY,SPDR S&P 500
3/21/2001,19676200,81.6373,SPY,SPDR S&P 500
3/22/2001,28626600,80.765,SPY,SPDR S&P 500
3/23/2001,12861700,83.2366,SPY,SPDR S&P 500
3/26/2001,9998400,84.2544,SPY,SPDR S&P 500
3/27/2001,12904400,85.9991,SPY,SPDR S&P 500
3/28/2001,11188500,83.6001,SPY,SPDR S&P 500
3/29/2001,12061600,83.9636,SPY,SPDR S&P 500
3/30/2001,9183600,84.8359,SPY,SPDR S&P 500
4/2/2001,10559100,83.0185,SPY,SPDR S&P 500
4/3/2001,12838000,80.2561,SPY,SPDR S&P 500
4/4/2001,14887300,80.6196,SPY,SPDR S&P 500
4/5/2001,21528500,83.6728,SPY,SPDR S&P 500
4/6/2001,14937800,82.3643,SPY,SPDR S&P 500
4/9/2001,9036900,83.3093,SPY,SPDR S&P 500
4/10/2001,17877100,84.8359,SPY,SPDR S&P 500
4/11/2001,12735100,84.8359,SPY,SPDR S&P 500
4/12/2001,9233200,86.4352,SPY,SPDR S&P 500
4/16/2001,7351000,85.4902,SPY,SPDR S&P 500
4/17/2001,10927400,86.726,SPY,SPDR S&P 500
4/18/2001,32492900,90.1427,SPY,SPDR S&P 500
4/19/2001,13810800,91.3785,SPY,SPDR S&P 500
4/20/2001,7626700,90.5062,SPY,SPDR S&P 500
4/23/2001,8451800,88.8342,SPY,SPDR S&P 500
4/24/2001,10046800,88.398,SPY,SPDR S&P 500
4/25/2001,8249000,89.5611,SPY,SPDR S&P 500
4/26/2001,10590700,89.9246,SPY,SPDR S&P 500
4/27/2001,8048900,91.4512,SPY,SPDR S&P 500
4/30/2001,10766900,90.797,SPY,SPDR S&P 500
5/1/2001,10578300,92.3963,SPY,SPDR S&P 500
5/2/2001,9572900,92.1782,SPY,SPDR S&P 500
5/3/2001,9926200,91.0151,SPY,SPDR S&P 500
5/4/2001,12145300,92.5417,SPY,SPDR S&P 500
5/7/2001,7185200,91.742,SPY,SPDR S&P 500
5/8/2001,6952900,91.742,SPY,SPDR S&P 500
5/9/2001,9507400,91.3785,SPY,SPDR S&P 500
5/10/2001,6872400,91.5966,SPY,SPDR S&P 500
5/11/2001,7739400,91.0151,SPY,SPDR S&P 500
5/14/2001,7914000,91.1605,SPY,SPDR S&P 500
5/15/2001,9782500,91.5966,SPY,SPDR S&P 500
5/16/2001,14916200,93.7775,SPY,SPDR S&P 500
5/17/2001,11828900,93.9229,SPY,SPDR S&P 500
5/18/2001,6683300,94.2864,SPY,SPDR S&P 500
5/21/2001,11532100,95.7403,SPY,SPDR S&P 500
5/22/2001,8343200,95.5949,SPY,SPDR S&P 500
5/23/2001,12331000,93.9956,SPY,SPDR S&P 500
5/24/2001,7906300,94.2137,SPY,SPDR S&P 500
5/25/2001,7425000,93.1232,SPY,SPDR S&P 500
5/29/2001,9012300,92.3963,SPY,SPDR S&P 500
5/30/2001,10041800,91.0878,SPY,SPDR S&P 500
5/31/2001,9875200,91.5966,SPY,SPDR S&P 500
6/1/2001,8848300,92.1055,SPY,SPDR S&P 500
6/4/2001,5634700,92.5417,SPY,SPDR S&P 500
6/5/2001,9115900,93.6321,SPY,SPDR S&P 500
6/6/2001,12067600,92.8325,SPY,SPDR S&P 500
6/7/2001,7358900,93.1959,SPY,SPDR S&P 500
6/8/2001,8170600,92.3236,SPY,SPDR S&P 500
6/11/2001,7012200,91.6693,SPY,SPDR S&P 500
6/12/2001,9369200,91.5239,SPY,SPDR S&P 500
6/13/2001,7629600,90.7243,SPY,SPDR S&P 500
6/14/2001,12603300,88.6888,SPY,SPDR S&P 500
6/15/2001,16821300,88.8679,SPY,SPDR S&P 500
6/18/2001,11376600,88.4305,SPY,SPDR S&P 500
6/19/2001,7732300,88.795,SPY,SPDR S&P 500
6/20/2001,8787200,89.2325,SPY,SPDR S&P 500
6/21/2001,12259100,90.2531,SPY,SPDR S&P 500
6/22/2001,12212000,89.597,SPY,SPDR S&P 500
6/25/2001,8406800,88.7221,SPY,SPDR S&P 500
6/26/2001,8006900,88.6492,SPY,SPDR S&P 500
6/27/2001,10105100,88.5763,SPY,SPDR S&P 500
6/28/2001,10271000,89.0867,SPY,SPDR S&P 500
6/29/2001,9824200,89.3783,SPY,SPDR S&P 500
7/2/2001,8522400,90.4718,SPY,SPDR S&P 500
7/3/2001,3303100,90.4718,SPY,SPDR S&P 500
7/5/2001,5520900,88.7221,SPY,SPDR S&P 500
7/6/2001,11666200,86.8267,SPY,SPDR S&P 500
7/9/2001,8340500,87.2641,SPY,SPDR S&P 500
7/10/2001,8631900,86.2435,SPY,SPDR S&P 500
7/11/2001,15374000,86.3164,SPY,SPDR S&P 500
7/12/2001,12004800,88.3576,SPY,SPDR S&P 500
7/13/2001,10433800,89.0867,SPY,SPDR S&P 500
7/16/2001,6915300,87.9931,SPY,SPDR S&P 500
7/17/2001,7470300,88.795,SPY,SPDR S&P 500
7/18/2001,7710300,88.2118,SPY,SPDR S&P 500
7/19/2001,10083000,89.0138,SPY,SPDR S&P 500
7/20/2001,6705800,88.4305,SPY,SPDR S&P 500
7/23/2001,8067200,86.7538,SPY,SPDR S&P 500
7/24/2001,12271000,85.879,SPY,SPDR S&P 500
7/25/2001,12090900,86.8267,SPY,SPDR S&P 500
7/26/2001,12930100,87.7744,SPY,SPDR S&P 500
7/27/2001,8481800,88.066,SPY,SPDR S&P 500
7/30/2001,8547700,88.1389,SPY,SPDR S&P 500
7/31/2001,11918600,88.5034,SPY,SPDR S&P 500
8/1/2001,11941800,89.0138,SPY,SPDR S&P 500
8/2/2001,11070200,89.3783,SPY,SPDR S&P 500
8/3/2001,10817900,88.8679,SPY,SPDR S&P 500
8/6/2001,8550400,87.7015,SPY,SPDR S&P 500
8/7/2001,8865100,88.066,SPY,SPDR S&P 500
8/8/2001,15183800,86.3893,SPY,SPDR S&P 500
8/9/2001,14118500,86.6809,SPY,SPDR S&P 500
8/10/2001,11173300,86.9725,SPY,SPDR S&P 500
8/13/2001,7435400,86.9725,SPY,SPDR S&P 500
8/14/2001,13178100,86.9725,SPY,SPDR S&P 500
8/15/2001,8520600,86.1706,SPY,SPDR S&P 500
8/16/2001,10735800,86.5351,SPY,SPDR S&P 500
8/17/2001,11604600,85.1499,SPY,SPDR S&P 500
8/20/2001,10417400,85.9008,SPY,SPDR S&P 500
8/21/2001,14481500,84.4209,SPY,SPDR S&P 500
8/22/2001,11752900,85.2957,SPY,SPDR S&P 500
8/23/2001,8750300,85.0041,SPY,SPDR S&P 500
8/24/2001,11688900,86.7538,SPY,SPDR S&P 500
8/27/2001,7428100,86.2435,SPY,SPDR S&P 500
8/28/2001,12046600,85.0041,SPY,SPDR S&P 500
8/29/2001,16181800,84.2022,SPY,SPDR S&P 500
8/30/2001,17693300,82.5983,SPY,SPDR S&P 500
8/31/2001,15985700,83.2545,SPY,SPDR S&P 500
9/4/2001,24476400,82.6712,SPY,SPDR S&P 500
9/5/2001,21477200,82.89,SPY,SPDR S&P 500
9/6/2001,21655500,80.7758,SPY,SPDR S&P 500
9/7/2001,33133900,79.2448,SPY,SPDR S&P 500
9/10/2001,23409000,80.2655,SPY,SPDR S&P 500
9/17/2001,32393800,76.0371,SPY,SPDR S&P 500
9/18/2001,22029200,75.8913,SPY,SPDR S&P 500
9/19/2001,42772100,74.3604,SPY,SPDR S&P 500
9/20/2001,36212800,71.9619,SPY,SPDR S&P 500
9/21/2001,49783500,71.1884,SPY,SPDR S&P 500
9/24/2001,25549900,73.6911,SPY,SPDR S&P 500
9/25/2001,25466200,74.4595,SPY,SPDR S&P 500
9/26/2001,18587700,74.2034,SPY,SPDR S&P 500
9/27/2001,20536800,74.862,SPY,SPDR S&P 500
9/28/2001,21787700,76.3987,SPY,SPDR S&P 500
10/1/2001,20457800,76.3256,SPY,SPDR S&P 500
10/2/2001,19683600,77.2769,SPY,SPDR S&P 500
10/3/2001,32070200,78.5941,SPY,SPDR S&P 500
10/4/2001,32675500,78.5941,SPY,SPDR S&P 500
10/5/2001,29830200,78.4477,SPY,SPDR S&P 500
10/8/2001,12971200,77.9355,SPY,SPDR S&P 500
10/9/2001,15976300,77.5696,SPY,SPDR S&P 500
10/10/2001,19992400,79.2527,SPY,SPDR S&P 500
10/11/2001,23011600,80.4968,SPY,SPDR S&P 500
10/12/2001,31363500,80.1309,SPY,SPDR S&P 500
10/15/2001,16875000,79.9845,SPY,SPDR S&P 500
10/16/2001,15885900,80.4968,SPY,SPDR S&P 500
10/17/2001,28601700,78.8136,SPY,SPDR S&P 500
10/18/2001,16521100,78.5941,SPY,SPDR S&P 500
10/19/2001,21916300,78.5941,SPY,SPDR S&P 500
10/22/2001,17571200,80.1309,SPY,SPDR S&P 500
10/23/2001,22064500,79.6918,SPY,SPDR S&P 500
10/24/2001,16065400,79.4722,SPY,SPDR S&P 500
10/25/2001,27504000,80.9358,SPY,SPDR S&P 500
10/26/2001,18623700,80.7163,SPY,SPDR S&P 500
10/29/2001,18743900,78.6673,SPY,SPDR S&P 500
10/30/2001,26197900,77.716,SPY,SPDR S&P 500
10/31/2001,28132000,77.4232,SPY,SPDR S&P 500
11/1/2001,29807300,79.3991,SPY,SPDR S&P 500
11/2/2001,17577900,79.9845,SPY,SPDR S&P 500
11/5/2001,16100900,81.009,SPY,SPDR S&P 500
11/6/2001,23248100,82.253,SPY,SPDR S&P 500
11/7/2001,19717800,82.1799,SPY,SPDR S&P 500
11/8/2001,22749200,82.3994,SPY,SPDR S&P 500
11/9/2001,15897500,82.4726,SPY,SPDR S&P 500
11/12/2001,26096600,81.9603,SPY,SPDR S&P 500
