PERMNO,date,EXCHCD,TICKER,COMNAM,CUSIP,PRC,RET,SHROUT,vwretd,ewretd,sprtrn
86451,12/10/2009,4,XLV,SECTOR SPDR TRUST,81369Y20,31.28000,0.010336,74820,0.005291,-0.001180,0.005840
86451,12/11/2009,4,XLV,SECTOR SPDR TRUST,81369Y20,31.28000,0.000000,74820,0.003171,0.005236,0.003683
86451,12/14/2009,4,XLV,SECTOR SPDR TRUST,81369Y20,31.57000,0.009271,74820,0.008465,0.009914,0.006959
86451,12/15/2009,4,XLV,SECTOR SPDR TRUST,81369Y20,31.58000,0.000317,74820,-0.004612,-0.004277,-0.005547
86451,12/16/2009,4,XLV,SECTOR SPDR TRUST,81369Y20,31.42000,-0.005066,74820,0.003300,0.005027,0.001128
86451,12/17/2009,4,XLV,SECTOR SPDR TRUST,81369Y20,31.13000,-0.009230,74820,-0.012545,-0.010307,-0.011811
86451,12/18/2009,4,XLV,SECTOR SPDR TRUST,81369Y20,31.13000,0.005506,74820,0.006088,0.005057,0.005830
86451,12/21/2009,4,XLV,SECTOR SPDR TRUST,81369Y20,31.42000,0.009316,74820,0.009733,0.009406,0.010504
86451,12/22/2009,4,XLV,SECTOR SPDR TRUST,81369Y20,31.56000,0.004456,74820,0.004602,0.005825,0.003564
86451,12/23/2009,4,XLV,SECTOR SPDR TRUST,81369Y20,31.46000,-0.003169,74820,0.004718,0.008581,0.002299
86451,12/24/2009,4,XLV,SECTOR SPDR TRUST,81369Y20,31.46000,0.000000,74820,0.005241,0.005349,0.005256
86451,12/28/2009,4,XLV,SECTOR SPDR TRUST,81369Y20,31.62000,0.005086,74820,0.000984,-0.000148,0.001154
86451,12/29/2009,4,XLV,SECTOR SPDR TRUST,81369Y20,31.58000,-0.001265,74820,-0.000931,0.001686,-0.001401
86451,12/30/2009,4,XLV,SECTOR SPDR TRUST,81369Y20,31.49000,-0.002850,74820,-0.000668,0.000497,0.000195
86451,12/31/2009,4,XLV,SECTOR SPDR TRUST,81369Y20,31.07000,-0.013338,93620,-0.008658,-0.002657,-0.010050
86451,01/04/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.61000,0.017380,93620,0.017120,0.019120,0.016043
86451,01/05/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.30000,-0.009807,93620,0.003368,0.002475,0.003116
86451,01/06/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.62000,0.010224,93620,0.002052,0.003210,0.000546
86451,01/07/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.73000,0.003479,93620,0.002854,0.006887,0.004001
86451,01/08/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.78000,0.001576,93620,0.004162,0.007230,0.002882
86451,01/11/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.96000,0.005664,93620,0.001122,0.003568,0.001747
86451,01/12/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.73000,-0.007196,93620,-0.010990,-0.010170,-0.009381
86451,01/13/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.15000,0.013237,93620,0.008639,0.008890,0.008326
86451,01/14/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.44000,0.009020,93620,0.002319,0.004431,0.002427
86451,01/15/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.22000,-0.006782,93620,-0.011321,-0.008664,-0.010823
86451,01/19/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,33.00000,0.024209,93620,0.012053,0.011286,0.012500
86451,01/20/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.72000,-0.008485,93620,-0.011061,-0.009048,-0.010598
86451,01/21/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.01000,-0.021699,93620,-0.017736,-0.014191,-0.018945
86451,01/22/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.66000,-0.010934,93620,-0.020991,-0.014432,-0.022141
86451,01/25/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.66000,0.000000,93620,0.003892,0.000975,0.004598
86451,01/26/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.48000,-0.005685,93620,-0.004906,-0.006016,-0.004203
86451,01/27/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.70000,0.006989,93620,0.004153,0.001880,0.004880
86451,01/28/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.50000,-0.006309,93620,-0.011294,-0.008876,-0.011818
86451,01/29/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.28000,-0.006984,92470,-0.010282,-0.008187,-0.009829
86451,02/01/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.46000,0.005754,92470,0.015087,0.011349,0.014266
86451,02/02/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.11000,0.020661,92470,0.012228,0.008665,0.012973
86451,02/03/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.68000,-0.013391,92470,-0.004966,-0.003824,-0.005474
86451,02/04/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.88000,-0.025253,92470,-0.031957,-0.028128,-0.031141
86451,02/05/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.83000,-0.001619,92470,0.002661,0.000458,0.002897
86451,02/08/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.68000,-0.004865,92470,-0.008230,-0.005335,-0.008863
86451,02/09/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.92000,0.007823,92470,0.013881,0.011905,0.013040
86451,02/10/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.73000,-0.006145,92470,-0.001473,0.000019,-0.002233
86451,02/11/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.94000,0.006834,92470,0.012091,0.012798,0.009680
86451,02/12/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.87000,-0.002262,92470,-0.000656,0.003119,-0.002745
86451,02/16/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.14000,0.008746,92470,0.017966,0.014446,0.018001
86451,02/17/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.38000,0.007707,92470,0.004660,0.005052,0.004238
86451,02/18/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.53000,0.004780,92470,0.006188,0.004381,0.006585
86451,02/19/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.53000,0.000000,92470,0.002455,0.001958,0.002187
86451,02/22/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.44000,-0.002854,92470,-0.001113,0.001988,-0.001046
86451,02/23/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.14000,-0.009542,92470,-0.013061,-0.008433,-0.012103
86451,02/24/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.37000,0.007386,92470,0.008520,0.005357,0.009720
86451,02/25/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.39000,0.000638,92470,-0.000715,-0.000974,-0.002081
86451,02/26/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.40000,0.000319,87770,0.001851,0.001600,0.001405
86451,03/01/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.70000,0.009554,87770,0.011972,0.012953,0.010159
86451,03/02/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.81000,0.003470,87770,0.004406,0.007848,0.002330
86451,03/03/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.68000,-0.004087,87770,0.001601,0.002861,0.000429
86451,03/04/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.58000,-0.003157,87770,0.003093,0.004645,0.003736
86451,03/05/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.02000,0.013933,87770,0.014478,0.015185,0.014008
86451,03/08/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.83000,-0.005934,87770,0.000735,0.003795,-0.000176
86451,03/09/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.81000,-0.000628,87770,0.001687,0.002518,0.001713
86451,03/10/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.83000,0.000629,87770,0.005052,0.006226,0.004525
86451,03/11/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.08000,0.007854,87770,0.003972,0.003264,0.004042
86451,03/12/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.84000,-0.007481,87770,0.000743,0.000603,-0.000217
86451,03/15/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.05000,0.006595,87770,-0.000685,-0.003172,0.000452
86451,03/16/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.14000,0.002808,87770,0.008738,0.007171,0.007779
86451,03/17/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.15000,0.000311,87770,0.005597,0.004725,0.005822
86451,03/18/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.37000,0.006843,87770,-0.002025,-0.002672,-0.000326
86451,03/19/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.25000,-0.000370,87770,-0.006887,-0.007940,-0.005087
86451,03/22/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.46000,0.006512,87770,0.005857,0.006288,0.005095
86451,03/23/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.62000,0.004929,87770,0.007664,0.008460,0.007171
86451,03/24/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.27000,-0.010730,87770,-0.006609,-0.005153,-0.005493
86451,03/25/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.14000,-0.004029,87770,-0.002439,-0.003448,-0.001704
86451,03/26/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.90000,-0.007467,87770,0.000649,0.000871,0.000738
86451,03/29/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.24000,0.010658,87770,0.006782,0.005715,0.005683
86451,03/30/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.24000,0.000000,87770,0.000456,0.001625,0.000043
86451,03/31/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.13000,-0.003412,91620,-0.002771,-0.002948,-0.003273
86451,04/01/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.31000,0.005602,91620,0.008643,0.006962,0.007414
86451,04/05/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.22000,-0.002786,91620,0.009537,0.013143,0.007928
86451,04/06/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.20000,-0.000621,91620,0.002104,0.005218,0.001684
86451,04/07/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.06000,-0.004348,91620,-0.005357,-0.000949,-0.005877
86451,04/08/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.94000,-0.003743,91620,0.002841,0.002699,0.003374
86451,04/09/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.08000,0.004383,91620,0.006695,0.005829,0.006684
86451,04/12/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.99000,-0.002806,91620,0.001783,0.003871,0.001767
86451,04/13/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,32.02000,0.000938,91620,0.000735,0.001573,0.000685
86451,04/14/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.91000,-0.003435,91620,0.012321,0.014969,0.011150
86451,04/15/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.82000,-0.002820,91620,0.000094,0.002767,0.000843
86451,04/16/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.63000,-0.005971,91620,-0.016102,-0.010971,-0.016127
86451,04/19/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.89000,0.008220,91620,0.002259,-0.002903,0.004521
86451,04/20/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.96000,0.002195,91620,0.009801,0.011967,0.008058
86451,04/21/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.40000,-0.017522,91620,-0.000545,0.002920,-0.001019
86451,04/22/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.04000,-0.011465,91620,0.003579,0.007545,0.002264
86451,04/23/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.35000,0.009987,91620,0.007441,0.010060,0.007124
86451,04/26/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.02000,-0.010526,91620,-0.003209,0.002679,-0.004296
86451,04/27/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.66000,-0.011605,91620,-0.023834,-0.018844,-0.023382
86451,04/28/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.86000,0.006523,91620,0.005231,0.001550,0.006463
86451,04/29/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.28000,0.013610,91620,0.013619,0.013172,0.012943
86451,04/30/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.88000,-0.012788,79070,-0.016824,-0.015033,-0.016648
86451,05/03/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,31.03000,0.004858,79070,0.012861,0.011350,0.013121
86451,05/04/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.85000,-0.005801,79070,-0.025346,-0.023941,-0.023838
86451,05/05/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.95000,0.003242,79070,-0.009192,-0.013606,-0.006561
86451,05/06/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.12000,-0.026817,79070,-0.032544,-0.033677,-0.032378
86451,05/07/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,29.72000,-0.013280,79070,-0.015837,-0.016992,-0.015308
86451,05/10/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.52000,0.026918,79070,0.044894,0.042802,0.043974
86451,05/11/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.46000,-0.001966,79070,-0.000931,0.004205,-0.003397
86451,05/12/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.71000,0.008207,79070,0.016243,0.019119,0.013740
86451,05/13/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,30.38000,-0.010746,79070,-0.010840,-0.004853,-0.012145
86451,05/14/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,29.97000,-0.013496,79070,-0.019384,-0.018570,-0.018800
86451,05/17/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,29.97000,0.000000,79070,-0.000563,-0.003152,0.001109
86451,05/18/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,29.73000,-0.008008,79070,-0.013634,-0.012878,-0.014196
86451,05/19/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,29.66000,-0.002355,79070,-0.007144,-0.013288,-0.005130
86451,05/20/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,28.73000,-0.031355,79070,-0.040348,-0.039086,-0.038976
86451,05/21/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,28.80000,0.002436,79070,0.015276,0.011581,0.015024
86451,05/24/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,28.73000,-0.002431,79070,-0.012030,-0.006554,-0.012908
86451,05/25/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,28.61000,-0.004177,79070,-0.000157,-0.006471,0.000354
86451,05/26/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,28.43000,-0.006292,79070,-0.002870,0.004581,-0.005661
86451,05/27/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,29.01000,0.020401,79070,0.035091,0.033666,0.032876
86451,05/28/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,28.87000,-0.004826,83970,-0.011745,-0.006628,-0.012375
86451,06/01/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,28.55000,-0.011084,83970,-0.018503,-0.020725,-0.017165
86451,06/02/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,29.17000,0.021716,83970,0.026559,0.020302,0.025843
86451,06/03/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,29.34000,0.005828,83970,0.004793,0.005511,0.004051
86451,06/04/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,28.48000,-0.029312,83970,-0.035851,-0.032259,-0.034411
86451,06/07/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,28.44000,-0.001404,83970,-0.014001,-0.018178,-0.013532
86451,06/08/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,28.51000,0.002461,83970,0.009216,-0.001211,0.010976
86451,06/09/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,28.38000,-0.004560,83970,-0.003828,-0.000233,-0.005942
86451,06/10/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,28.92000,0.019028,83970,0.029493,0.024919,0.029507
86451,06/11/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,29.16000,0.008299,83970,0.006185,0.009434,0.004380
86451,06/14/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,29.21000,0.001715,83970,0.000012,0.004188,-0.001805
86451,06/15/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,29.71000,0.017117,83970,0.023845,0.019400,0.023494
86451,06/16/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,29.82000,0.003702,83970,-0.001212,-0.001970,-0.000556
86451,06/17/2010,4,XLV,SECTOR SPDR TRUST,81369Y20,29.86000,0.001341,83970,0.000908,-0.000025,0.001283
