cusip,shares,tm,date
"08467070",41165,2012m6,29jun2012
"09367110",12880372,2012m6,29jun2012
"17275R10",46002230,2012m6,29jun2012
"18905410",6751270,2012m6,29jun2012
"19121610",6765861,2012m6,29jun2012
"19416210",961750,2012m6,29jun2012
"20030N20",8957164,2012m6,29jun2012
"20825C10",6611419,2012m6,29jun2012
"21935010",13268764,2012m6,29jun2012
"27864210",1250000,2012m6,29jun2012
"29442910",50900,2012m6,29jun2012
"30231G10",2192256,2012m6,29jun2012
"38141G10",656700,2012m6,29jun2012
"42823610",10891478,2012m6,29jun2012
"45814010",2612000,2012m6,29jun2012
"47102X10",5181000,2012m6,29jun2012
"47816010",8092590,2012m6,29jun2012
"51384710",460000,2012m6,29jun2012
"52728810",14950,2012m6,29jun2012
"53071M10",4126436,2012m6,29jun2012
"57053510",800,2012m6,29jun2012
"58505510",400000,2012m6,29jun2012
"59491810",30147492,2012m6,29jun2012
"65248E10",80823447,2012m6,29jun2012
"65248E20",99600,2012m6,29jun2012
"66585910",560500,2012m6,29jun2012
"70339510",3021650,2012m6,29jun2012
"71344810",22271288,2012m6,29jun2012
"71708110",17578694,2012m6,29jun2012
"71817210",43189,2012m6,29jun2012
"74271810",27464378,2012m6,29jun2012
"76097510",11244486,2012m6,29jun2012
"76119520",1552462,2012m6,29jun2012
"85503010",2273000,2012m6,29jun2012
"85747710",1898700,2012m6,29jun2012
"86366710",5588299,2012m6,29jun2012
"87182910",28109748,2012m6,29jun2012
"87254010",15526,2012m6,29jun2012
"90297330",12773091,2012m6,29jun2012
"91131210",26801,2012m6,29jun2012
"91324P10",2334264,2012m6,29jun2012
"92553P10",18975,2012m6,29jun2012
"92553P20",12087366,2012m6,29jun2012
"93114210",3439384,2012m6,29jun2012
"93142210",52100,2012m6,29jun2012
"94974610",19200,2012m6,29jun2012
"95980210",140300,2012m6,29jun2012
"97717W83",7400,2012m6,29jun2012
"00282410",3000,2012m9,28sep2012
"02209S10",35400,2012m9,28sep2012
"02581610",246500,2012m9,28sep2012
"03760410",7246139,2012m9,28sep2012
"05969A10",2405289,2012m9,28sep2012
"06050510",5681000,2012m9,28sep2012
"06405810",7835108,2012m9,28sep2012
"06738310",7387183,2012m9,28sep2012
"07588710",2119982,2012m9,28sep2012
"08467010",125,2012m9,28sep2012
"08467070",40947,2012m9,28sep2012
"09367110",12753867,2012m9,28sep2012
"12541W20",700000,2012m9,28sep2012
"17275R10",52495386,2012m9,28sep2012
"18905410",6849604,2012m9,28sep2012
"19121610",13473621,2012m9,28sep2012
"19416210",961750,2012m9,28sep2012
"20030N20",8636544,2012m9,28sep2012
"20825C10",6607524,2012m9,28sep2012
"21935010",14113698,2012m9,28sep2012
"27864210",1250000,2012m9,28sep2012
"29442910",21600,2012m9,28sep2012
"30231G10",2190709,2012m9,28sep2012
"38141G10",657700,2012m9,28sep2012
"42823610",10972968,2012m9,28sep2012
"45814010",2615000,2012m9,28sep2012
"47102X10",5187000,2012m9,28sep2012
"47816010",8387771,2012m9,28sep2012
"51384710",460000,2012m9,28sep2012
"52728810",14950,2012m9,28sep2012
"53071M10",4125751,2012m9,28sep2012
"57053510",800,2012m9,28sep2012
"58505510",400000,2012m9,28sep2012
"59491810",30129858,2012m9,28sep2012
"65248E10",80556339,2012m9,28sep2012
"65248E20",99600,2012m9,28sep2012
"66585910",560500,2012m9,28sep2012
"70339510",3025650,2012m9,28sep2012
"71344810",22188707,2012m9,28sep2012
"71708110",17551712,2012m9,28sep2012
"71817210",43189,2012m9,28sep2012
"74271810",27781353,2012m9,28sep2012
"76097510",23477496,2012m9,28sep2012
"76119520",1544462,2012m9,28sep2012
"85503010",2274000,2012m9,28sep2012
"85747710",2215700,2012m9,28sep2012
"86366710",9720600,2012m9,28sep2012
"87182910",28561129,2012m9,28sep2012
"87254010",15526,2012m9,28sep2012
"90297330",12596698,2012m9,28sep2012
"91131210",27201,2012m9,28sep2012
"92553P10",18975,2012m9,28sep2012
"92553P20",12044963,2012m9,28sep2012
"93114210",3270398,2012m9,28sep2012
"94973V10",3518467,2012m9,28sep2012
"94974610",19200,2012m9,28sep2012
"95980210",140300,2012m9,28sep2012
"97717W83",7400,2012m9,28sep2012
"02209S10",35400,2012m12,31dec2012
"02581610",246500,2012m12,31dec2012
"03760410",7458859,2012m12,31dec2012
"05969A10",2403852,2012m12,31dec2012
"06050510",5700000,2012m12,31dec2012
"06405810",7837135,2012m12,31dec2012
"06738310",7403506,2012m12,31dec2012
"07588710",2131060,2012m12,31dec2012
"08467010",113,2012m12,31dec2012
"08467070",37799,2012m12,31dec2012
"09367110",8577141,2012m12,31dec2012
"12541W20",709900,2012m12,31dec2012
"17275R10",52443161,2012m12,31dec2012
"18905410",6859000,2012m12,31dec2012
"19121610",16584021,2012m12,31dec2012
"19416210",965750,2012m12,31dec2012
"20030N20",8641008,2012m12,31dec2012
"20825C10",6608151,2012m12,31dec2012
"21935010",14569803,2012m12,31dec2012
"24702R10",14912159,2012m12,31dec2012
"27864210",1250000,2012m12,31dec2012
"29442910",21600,2012m12,31dec2012
"30231G10",2199620,2012m12,31dec2012
"38141G10",658700,2012m12,31dec2012
"42823610",10950293,2012m12,31dec2012
"45814010",2630000,2012m12,31dec2012
"45920010",2800,2012m12,31dec2012
"47102X10",5205000,2012m12,31dec2012
"47816010",8395706,2012m12,31dec2012
"51384710",460000,2012m12,31dec2012
"52728810",14950,2012m12,31dec2012
"53071M10",4000751,2012m12,31dec2012
"57053510",800,2012m12,31dec2012
"58505510",400000,2012m12,31dec2012
"59491810",29851815,2012m12,31dec2012
"65248E10",80106935,2012m12,31dec2012
"65248E20",76000,2012m12,31dec2012
"66585910",560500,2012m12,31dec2012
"70339510",3034650,2012m12,31dec2012
"71344810",23006617,2012m12,31dec2012
"71708110",16707327,2012m12,31dec2012
"71817210",39689,2012m12,31dec2012
"74271810",27752099,2012m12,31dec2012
"76097510",12055212,2012m12,31dec2012
"76119520",1544462,2012m12,31dec2012
"85503010",2280000,2012m12,31dec2012
"85747710",2241700,2012m12,31dec2012
"86366710",12064853,2012m12,31dec2012
"87182910",28611438,2012m12,31dec2012
"87254010",7000,2012m12,31dec2012
"90297330",12687962,2012m12,31dec2012
"91131210",22451,2012m12,31dec2012
"92553P10",18975,2012m12,31dec2012
"92553P20",11125914,2012m12,31dec2012
"93114210",3275966,2012m12,31dec2012
"94973V10",3621535,2012m12,31dec2012
"94974610",25200,2012m12,31dec2012
"95980210",129500,2012m12,31dec2012
"97717W83",7400,2012m12,31dec2012
"02209S10",35400,2013m3,28mar2013
"03760410",7606039,2013m3,28mar2013
"05969A10",2402187,2013m3,28mar2013
"06050510",5720000,2013m3,28mar2013
"06405810",7786588,2013m3,28mar2013
"06738310",8012992,2013m3,28mar2013
"07588710",2108865,2013m3,28mar2013
"08467010",30,2013m3,28mar2013
"08467070",16079,2013m3,28mar2013
"12541W20",3914775,2013m3,28mar2013
"17275R10",52439220,2013m3,28mar2013
"18905410",6875184,2013m3,28mar2013
"19121610",22889752,2013m3,28mar2013
"19416210",770000,2013m3,28mar2013
"20030N20",8685907,2013m3,28mar2013
"20825C10",6559754,2013m3,28mar2013
"21935010",14579165,2013m3,28mar2013
"24702R10",14884229,2013m3,28mar2013
"27864210",1250000,2013m3,28mar2013
"30231G10",2738519,2013m3,28mar2013
"38141G10",657400,2013m3,28mar2013
"42823610",9210823,2013m3,28mar2013
"45814010",2645000,2013m3,28mar2013
"47102X10",4705000,2013m3,28mar2013
"47816010",9740875,2013m3,28mar2013
"51384710",460000,2013m3,28mar2013
"53071M10",2943551,2013m3,28mar2013
"59491810",41348690,2013m3,28mar2013
"65248E10",75774270,2013m3,28mar2013
"65248E20",76000,2013m3,28mar2013
"66585910",560500,2013m3,28mar2013
"70339510",3049500,2013m3,28mar2013
"71344810",23044812,2013m3,28mar2013
"71708110",16239945,2013m3,28mar2013
"71817210",39689,2013m3,28mar2013
"74271810",26537423,2013m3,28mar2013
"76097510",5829632,2013m3,28mar2013
"76119520",1513685,2013m3,28mar2013
"82655210",1244900,2013m3,28mar2013
"85503010",2285000,2013m3,28mar2013
"85747710",2241700,2013m3,28mar2013
"86366710",12069183,2013m3,28mar2013
"87182910",30394044,2013m3,28mar2013
"90297330",12678132,2013m3,28mar2013
"92553P20",11198953,2013m3,28mar2013
"93114210",3260097,2013m3,28mar2013
"94973V10",3640189,2013m3,28mar2013
"94974610",19200,2013m3,28mar2013
"95980210",56400,2013m3,28mar2013
"02209S10",35400,2013m6,28jun2013
"03760410",7629389,2013m6,28jun2013
"05969A10",2402442,2013m6,28jun2013
"06050510",5720000,2013m6,28jun2013
"06405810",7820146,2013m6,28jun2013
"06738310",9973185,2013m6,28jun2013
"07588710",1769836,2013m6,28jun2013
"08467010",30,2013m6,28jun2013
"08467070",16079,2013m6,28jun2013
"12541W20",6178781,2013m6,28jun2013
"17275R10",52890691,2013m6,28jun2013
"18905410",6201641,2013m6,28jun2013
"19121610",28106827,2013m6,28jun2013
"19416210",1540000,2013m6,28jun2013
"20030N20",8610781,2013m6,28jun2013
"20825C10",6434041,2013m6,28jun2013
"21935010",14673303,2013m6,28jun2013
"24702R10",14887331,2013m6,28jun2013
"27864210",1445000,2013m6,28jun2013
"30231G10",5596426,2013m6,28jun2013
"38141G10",657400,2013m6,28jun2013
"42823610",9199982,2013m6,28jun2013
"45814010",2645000,2013m6,28jun2013
"47102X10",4705000,2013m6,28jun2013
"47816010",9760443,2013m6,28jun2013
"51384710",532000,2013m6,28jun2013
"53071M10",2943551,2013m6,28jun2013
"59491810",36140945,2013m6,28jun2013
"65248E10",72291747,2013m6,28jun2013
"65248E20",426000,2013m6,28jun2013
"66585910",557300,2013m6,28jun2013
"68389X10",20061099,2013m6,28jun2013
"70339510",3054500,2013m6,28jun2013
"71344810",22953521,2013m6,28jun2013
"71708110",41700,2013m6,28jun2013
"71817210",39689,2013m6,28jun2013
"74271810",25393047,2013m6,28jun2013
"76097510",5871352,2013m6,28jun2013
"76119520",1509476,2013m6,28jun2013
"82655210",2420445,2013m6,28jun2013
"85503010",2285000,2013m6,28jun2013
"85747710",2238900,2013m6,28jun2013
"86366710",12088680,2013m6,28jun2013
"87182910",32690269,2013m6,28jun2013
"90297330",12779292,2013m6,28jun2013
"92553P20",10017159,2013m6,28jun2013
"93114210",3255189,2013m6,28jun2013
"94973V10",3642814,2013m6,28jun2013
"94974610",4824487,2013m6,28jun2013
"02209S10",35400,2013m9,30sep2013
"03760410",7629389,2013m9,30sep2013
"05969A10",2402442,2013m9,30sep2013
"06050510",5720000,2013m9,30sep2013
"06405810",7820146,2013m9,30sep2013
"06738310",9973185,2013m9,30sep2013
"07588710",1769836,2013m9,30sep2013
"08467010",30,2013m9,30sep2013
"08467070",16079,2013m9,30sep2013
"09228F10",5871352,2013m9,30sep2013
"12541W20",6178781,2013m9,30sep2013
"17275R10",52890691,2013m9,30sep2013
"18905410",6201641,2013m9,30sep2013
"19121610",28106827,2013m9,30sep2013
"19416210",1540000,2013m9,30sep2013
"20030N20",8610781,2013m9,30sep2013
"20825C10",6434041,2013m9,30sep2013
"21935010",14673303,2013m9,30sep2013
"24702R10",14887331,2013m9,30sep2013
"27864210",1445000,2013m9,30sep2013
"30231G10",5596426,2013m9,30sep2013
"38141G10",657400,2013m9,30sep2013
"42823610",9199982,2013m9,30sep2013
"45814010",2645000,2013m9,30sep2013
"47102X10",4705000,2013m9,30sep2013
"47816010",9760443,2013m9,30sep2013
"51384710",532000,2013m9,30sep2013
"53071M10",2943551,2013m9,30sep2013
"59491810",36140945,2013m9,30sep2013
"66585910",557300,2013m9,30sep2013
"68389X10",20061099,2013m9,30sep2013
"70339510",3054500,2013m9,30sep2013
"71344810",22953521,2013m9,30sep2013
"71708110",41700,2013m9,30sep2013
"71817210",39689,2013m9,30sep2013
"74271810",25393047,2013m9,30sep2013
"76119520",1509476,2013m9,30sep2013
"82655210",2420445,2013m9,30sep2013
"85503010",2285000,2013m9,30sep2013
"85747710",2238900,2013m9,30sep2013
"86366710",12088680,2013m9,30sep2013
"87182910",32690269,2013m9,30sep2013
"90130A10",90364684,2013m9,30sep2013
"90130A20",532500,2013m9,30sep2013
"90297330",12779292,2013m9,30sep2013
"92553P20",10017159,2013m9,30sep2013
"93114210",3255189,2013m9,30sep2013
"94973V10",3642814,2013m9,30sep2013
"94974610",4824487,2013m9,30sep2013
"02209S10",35400,2013m12,31dec2013
"03760410",7459620,2013m12,31dec2013
"05969A10",529745,2013m12,31dec2013
"06050510",5690000,2013m12,31dec2013
"06405810",7754105,2013m12,31dec2013
"06738310",7755464,2013m12,31dec2013
"07588710",1752710,2013m12,31dec2013
"08467010",30,2013m12,31dec2013
"08467070",16079,2013m12,31dec2013
"09228F10",5883446,2013m12,31dec2013
"12541W20",6528658,2013m12,31dec2013
"17275R10",62455320,2013m12,31dec2013
"18905410",6135661,2013m12,31dec2013
"19121610",43243371,2013m12,31dec2013
"19416210",1530000,2013m12,31dec2013
"20030N20",8523974,2013m12,31dec2013
"20825C10",6210313,2013m12,31dec2013
"21935010",14422259,2013m12,31dec2013
"27864210",8259107,2013m12,31dec2013
"30231G10",7284749,2013m12,31dec2013
"38141G10",657200,2013m12,31dec2013
"42823610",5856243,2013m12,31dec2013
"45814010",2625000,2013m12,31dec2013
"47816010",9610642,2013m12,31dec2013
"51384710",525000,2013m12,31dec2013
"53071M10",2941301,2013m12,31dec2013
"59491810",34218647,2013m12,31dec2013
"65249B10",2520074,2013m12,31dec2013
"65249B20",33500,2013m12,31dec2013
"66585910",556800,2013m12,31dec2013
"68389X10",27883057,2013m12,31dec2013
"70339510",3034000,2013m12,31dec2013
"71344810",31899219,2013m12,31dec2013
"71817210",38689,2013m12,31dec2013
"74271810",25808953,2013m12,31dec2013
"76119520",1509476,2013m12,31dec2013
"78462F10",1870,2013m12,31dec2013
"82655210",2403515,2013m12,31dec2013
"85503010",2280000,2013m12,31dec2013
"85747710",2236200,2013m12,31dec2013
"86366710",11957213,2013m12,31dec2013
"87182910",32096635,2013m12,31dec2013
"90130A10",62371951,2013m12,31dec2013
"90130A20",532000,2013m12,31dec2013
"90297330",12701521,2013m12,31dec2013
"92553P20",9432671,2013m12,31dec2013
"93114210",3250604,2013m12,31dec2013
"94973V10",3607114,2013m12,31dec2013
"94974610",4787309,2013m12,31dec2013
"02209S10",26400,2014m3,31mar2014
"03760410",3802335,2014m3,31mar2014
"05969A10",194450,2014m3,31mar2014
"06050510",5670000,2014m3,31mar2014
"06405810",7724703,2014m3,31mar2014
"06738310",6827627,2014m3,31mar2014
"07588710",1300476,2014m3,31mar2014
"08467010",30,2014m3,31mar2014
"08467070",16079,2014m3,31mar2014
"12541W20",6583463,2014m3,31mar2014
"17275R10",62292307,2014m3,31mar2014
"18905410",5903089,2014m3,31mar2014
"19121610",44453471,2014m3,31mar2014
"19416210",1525000,2014m3,31mar2014
"20030N20",8499868,2014m3,31mar2014
"20825C10",6166117,2014m3,31mar2014
"21935010",7283861,2014m3,31mar2014
"27864210",8220817,2014m3,31mar2014
"30231G10",7259074,2014m3,31mar2014
"38141G10",403000,2014m3,31mar2014
"42823610",4061279,2014m3,31mar2014
"45814010",2615000,2014m3,31mar2014
"47816010",9572850,2014m3,31mar2014
"51384710",525000,2014m3,31mar2014
"53071M10",2941301,2014m3,31mar2014
"59491810",32936754,2014m3,31mar2014
"66585910",555700,2014m3,31mar2014
"68389X10",27774201,2014m3,31mar2014
"70339510",3017000,2014m3,31mar2014
"71344810",33019680,2014m3,31mar2014
"71817210",29689,2014m3,31mar2014
"74271810",26514685,2014m3,31mar2014
"76119520",1459476,2014m3,31mar2014
"82655210",2397543,2014m3,31mar2014
"85503010",2275000,2014m3,31mar2014
"85747710",2229500,2014m3,31mar2014
"86366710",11592319,2014m3,31mar2014
"87182910",31945085,2014m3,31mar2014
"90130A10",58629098,2014m3,31mar2014
"90130A20",4095600,2014m3,31mar2014
"90297330",12651030,2014m3,31mar2014
"92553P20",9390304,2014m3,31mar2014
"93114210",3251604,2014m3,31mar2014
"94973V10",3581058,2014m3,31mar2014
"94974610",4753749,2014m3,31mar2014
"02209S10",26400,2014m6,30jun2014
"03760410",3752372,2014m6,30jun2014
"05969A10",161050,2014m6,30jun2014
"06050510",5665000,2014m6,30jun2014
"06405810",7760010,2014m6,30jun2014
"06738310",6701207,2014m6,30jun2014
"07588710",1304228,2014m6,30jun2014
"08467010",30,2014m6,30jun2014
"08467070",16079,2014m6,30jun2014
"12541W20",6568700,2014m6,30jun2014
"17275R10",62285649,2014m6,30jun2014
"18905410",5626481,2014m6,30jun2014
"19121610",44378906,2014m6,30jun2014
"19416210",1535000,2014m6,30jun2014
"20030N20",8538783,2014m6,30jun2014
"20825C10",6144890,2014m6,30jun2014
"21935010",4513066,2014m6,30jun2014
"27864210",8232534,2014m6,30jun2014
"30231G10",7123611,2014m6,30jun2014
"38141G10",403000,2014m6,30jun2014
"42823610",3363606,2014m6,30jun2014
"45814010",2635000,2014m6,30jun2014
"47816010",9045902,2014m6,30jun2014
"51384710",525000,2014m6,30jun2014
"53071M10",2941301,2014m6,30jun2014
"59491810",32936787,2014m6,30jun2014
"66585910",555700,2014m6,30jun2014
"68389X10",27710005,2014m6,30jun2014
"70339510",3042000,2014m6,30jun2014
"71344810",31517996,2014m6,30jun2014
"71817210",29689,2014m6,30jun2014
"74271810",28191905,2014m6,30jun2014
"76119520",1360076,2014m6,30jun2014
"82655210",2398185,2014m6,30jun2014
"85503010",2275000,2014m6,30jun2014
"85747710",2224500,2014m6,30jun2014
"86366710",10178928,2014m6,30jun2014
"87182910",31935685,2014m6,30jun2014
"90130A10",44223525,2014m6,30jun2014
"90130A20",18702500,2014m6,30jun2014
"90297330",12658004,2014m6,30jun2014
"92553P20",9352815,2014m6,30jun2014
"93114210",3271212,2014m6,30jun2014
"94973V10",3362604,2014m6,30jun2014
"94974610",4257755,2014m6,30jun2014
"02209S10",26400,2014m9,30sep2014
"03062T10",26500,2014m9,30sep2014
"03760410",2412959,2014m9,30sep2014
"05969A10",161050,2014m9,30sep2014
"06050510",5665000,2014m9,30sep2014
"06405810",7750709,2014m9,30sep2014
"06738310",6443334,2014m9,30sep2014
"07588710",1303596,2014m9,30sep2014
"08467010",30,2014m9,30sep2014
"08467070",16079,2014m9,30sep2014
"12541W20",6436500,2014m9,30sep2014
"17275R10",61101962,2014m9,30sep2014
"18905410",4675497,2014m9,30sep2014
"19121610",42906057,2014m9,30sep2014
"19416210",1540000,2014m9,30sep2014
"20030N20",6219550,2014m9,30sep2014
"20825C10",6015335,2014m9,30sep2014
"21935010",4501907,2014m9,30sep2014
"26153C10",8150,2014m9,30sep2014
"27864210",8108199,2014m9,30sep2014
"30231G10",7007786,2014m9,30sep2014
"38141G10",403000,2014m9,30sep2014
"42823610",3355169,2014m9,30sep2014
"45814010",2640000,2014m9,30sep2014
"47816010",8651258,2014m9,30sep2014
"51384710",525000,2014m9,30sep2014
"53071M10",2941301,2014m9,30sep2014
"57308310",44000,2014m9,30sep2014
"59491810",28228587,2014m9,30sep2014
"60749410",37300,2014m9,30sep2014
"68389X10",30927060,2014m9,30sep2014
"70339510",3047000,2014m9,30sep2014
"71344810",29207369,2014m9,30sep2014
"71817210",29689,2014m9,30sep2014
"74271810",28942742,2014m9,30sep2014
"76119520",972176,2014m9,30sep2014
"82655210",1786911,2014m9,30sep2014
"85503010",2275000,2014m9,30sep2014
"85747710",2224500,2014m9,30sep2014
"86366710",9596895,2014m9,30sep2014
"87182910",31713072,2014m9,30sep2014
"90130A10",41664484,2014m9,30sep2014
"90130A20",22823300,2014m9,30sep2014
"90297330",12645201,2014m9,30sep2014
"92025310",3650,2014m9,30sep2014
"92553P20",9378152,2014m9,30sep2014
"93114210",3272616,2014m9,30sep2014
"94973V10",3131978,2014m9,30sep2014
"94974610",2805725,2014m9,30sep2014
"02209S10",26400,2014m12,31dec2014
"03062T10",14600,2014m12,31dec2014
"03675210",3120524,2014m12,31dec2014
"03760410",2196595,2014m12,31dec2014
"05969A10",157050,2014m12,31dec2014
"06050510",5665000,2014m12,31dec2014
"06405810",7731284,2014m12,31dec2014
"06738310",4455796,2014m12,31dec2014
"08467010",30,2014m12,31dec2014
"08467070",15079,2014m12,31dec2014
"12541W20",5944096,2014m12,31dec2014
"17275R10",57130320,2014m12,31dec2014
"18905410",3153581,2014m12,31dec2014
"19121610",41278303,2014m12,31dec2014
"19416210",1540000,2014m12,31dec2014
"20030N20",6206525,2014m12,31dec2014
"20825C10",6015948,2014m12,31dec2014
"21935010",4471132,2014m12,31dec2014
"26153C10",10200,2014m12,31dec2014
"27864210",8090017,2014m12,31dec2014
"30231G10",7011924,2014m12,31dec2014
"38141G10",398000,2014m12,31dec2014
"42823610",3332475,2014m12,31dec2014
"45814010",2650000,2014m12,31dec2014
"47816010",8611359,2014m12,31dec2014
"51384710",530000,2014m12,31dec2014
"53071M10",2901301,2014m12,31dec2014
"57308310",55000,2014m12,31dec2014
"59491810",21990391,2014m12,31dec2014
"60749410",36364,2014m12,31dec2014
"68389X10",38063442,2014m12,31dec2014
"70339510",2385000,2014m12,31dec2014
"71344810",26984307,2014m12,31dec2014
"71817210",29389,2014m12,31dec2014
"74271810",28367201,2014m12,31dec2014
"76119520",560826,2014m12,31dec2014
"78462F10",3705,2014m12,31dec2014
"82655210",1559598,2014m12,31dec2014
"85503010",2275000,2014m12,31dec2014
"85747710",2224500,2014m12,31dec2014
"86366710",7334707,2014m12,31dec2014
"87182910",31631921,2014m12,31dec2014
"90130A10",39213870,2014m12,31dec2014
"90130A20",25183900,2014m12,31dec2014
"90297330",12639933,2014m12,31dec2014
"90478470",3533658,2014m12,31dec2014
"92025310",3950,2014m12,31dec2014
"92553P20",9394477,2014m12,31dec2014
"93114210",3273133,2014m12,31dec2014
"94974610",2790575,2014m12,31dec2014
"02209S10",26400,2015m3,31mar2015
"03062T10",14600,2015m3,31mar2015
"03675210",2651660,2015m3,31mar2015
"03760410",2165494,2015m3,31mar2015
"05969A10",152050,2015m3,31mar2015
"06050510",5465000,2015m3,31mar2015
"06405810",7546108,2015m3,31mar2015
"06738310",3326670,2015m3,31mar2015
"08467010",30,2015m3,31mar2015
"08467070",15079,2015m3,31mar2015
"12541W20",5824009,2015m3,31mar2015
"17275R10",48980846,2015m3,31mar2015
"18905410",1450537,2015m3,31mar2015
"19121610",38926130,2015m3,31mar2015
"19416210",1490000,2015m3,31mar2015
"20030N20",5309723,2015m3,31mar2015
"20825C10",5970958,2015m3,31mar2015
"21935010",3582997,2015m3,31mar2015
"26153C10",13500,2015m3,31mar2015
"27864210",7944740,2015m3,31mar2015
"30231G10",6918557,2015m3,31mar2015
"38141G10",398000,2015m3,31mar2015
"42823610",3293103,2015m3,31mar2015
"45814010",2415000,2015m3,31mar2015
"47816010",8432672,2015m3,31mar2015
"51384710",530000,2015m3,31mar2015
"53071M10",2801301,2015m3,31mar2015
"57308310",55000,2015m3,31mar2015
"59491810",21534992,2015m3,31mar2015
"60749410",36364,2015m3,31mar2015
"68389X10",35067721,2015m3,31mar2015
"70339510",2235000,2015m3,31mar2015
"71344810",25486417,2015m3,31mar2015
"71817210",29389,2015m3,31mar2015
"74271810",28543118,2015m3,31mar2015
"75421210",26500,2015m3,31mar2015
"82655210",1428207,2015m3,31mar2015
"85503010",2275000,2015m3,31mar2015
"85747710",2224500,2015m3,31mar2015
"86366710",6365465,2015m3,31mar2015
"87182910",31396386,2015m3,31mar2015
"90130A10",38763826,2015m3,31mar2015
"90130A20",26558600,2015m3,31mar2015
"90297330",11829103,2015m3,31mar2015
"90478470",4327190,2015m3,31mar2015
"92025310",4000,2015m3,31mar2015
"92553P20",9342758,2015m3,31mar2015
"93114210",3135871,2015m3,31mar2015
"94974610",2625794,2015m3,31mar2015
"03062T10",14600,2015m6,30jun2015
"03675210",1103020,2015m6,30jun2015
"03760410",2161625,2015m6,30jun2015
"05969A10",131350,2015m6,30jun2015
"06050510",4330000,2015m6,30jun2015
"06405810",6881548,2015m6,30jun2015
"06738310",2773248,2015m6,30jun2015
"08467010",30,2015m6,30jun2015
"08467070",15079,2015m6,30jun2015
"12541W20",5462748,2015m6,30jun2015
"18905410",1076804,2015m6,30jun2015
"19121610",30495596,2015m6,30jun2015
"19416210",1475000,2015m6,30jun2015
"20030N20",3267200,2015m6,30jun2015
"20825C10",5843605,2015m6,30jun2015
"21935010",3523631,2015m6,30jun2015
"27864210",6170639,2015m6,30jun2015
"30231G10",6002640,2015m6,30jun2015
"38141G10",285000,2015m6,30jun2015
"42823610",2979164,2015m6,30jun2015
"45814010",2382000,2015m6,30jun2015
"47816010",7441948,2015m6,30jun2015
"51384710",525000,2015m6,30jun2015
"57308310",25000,2015m6,30jun2015
"59491810",18129351,2015m6,30jun2015
"60749410",36364,2015m6,30jun2015
"68389X10",30055101,2015m6,30jun2015
"71344810",22349418,2015m6,30jun2015
"71817210",28784,2015m6,30jun2015
"74271810",28638888,2015m6,30jun2015
"75421210",31000,2015m6,30jun2015
"82655210",1408946,2015m6,30jun2015
"85503010",2270000,2015m6,30jun2015
"85747710",1999500,2015m6,30jun2015
"86366710",4883871,2015m6,30jun2015
"87182910",33960032,2015m6,30jun2015
"90130A10",38175697,2015m6,30jun2015
"90130A20",28311645,2015m6,30jun2015
"90297330",9590640,2015m6,30jun2015
"90478470",4260621,2015m6,30jun2015
"92025310",4000,2015m6,30jun2015
"92553P20",9270516,2015m6,30jun2015
"93114210",2077532,2015m6,30jun2015
"94974610",2458660,2015m6,30jun2015
"03062T10",19200,2015m9,30sep2015
"03675210",1080860,2015m9,30sep2015
"03760410",2147391,2015m9,30sep2015
"05969A10",130000,2015m9,30sep2015
"06050510",4280000,2015m9,30sep2015
"06405810",6586596,2015m9,30sep2015
"06738310",1464225,2015m9,30sep2015
"08467010",30,2015m9,30sep2015
"08467070",15079,2015m9,30sep2015
"12541W20",4982623,2015m9,30sep2015
"18905410",670389,2015m9,30sep2015
"19121610",24890739,2015m9,30sep2015
"19416210",1464000,2015m9,30sep2015
"20030N20",3110350,2015m9,30sep2015
"20825C10",5721812,2015m9,30sep2015
"21935010",3453266,2015m9,30sep2015
"30231G10",5893790,2015m9,30sep2015
"38141G10",281000,2015m9,30sep2015
"45814010",2367000,2015m9,30sep2015
"47816010",7560334,2015m9,30sep2015
"51384710",518000,2015m9,30sep2015
"59491810",17111829,2015m9,30sep2015
"60749410",41700,2015m9,30sep2015
"68389X10",26359856,2015m9,30sep2015
"70450Y10",7000,2015m9,30sep2015
"71344810",17796881,2015m9,30sep2015
"71817210",28784,2015m9,30sep2015
"74044410",5894,2015m9,30sep2015
"74271810",27848644,2015m9,30sep2015
"75421210",33000,2015m9,30sep2015
"82655210",92627,2015m9,30sep2015
"85503010",2255000,2015m9,30sep2015
"85747710",1943500,2015m9,30sep2015
"86366710",3143750,2015m9,30sep2015
"87182910",25815789,2015m9,30sep2015
"90130A10",40611243,2015m9,30sep2015
"90130A20",32334835,2015m9,30sep2015
"90297330",8876261,2015m9,30sep2015
"90478470",4193954,2015m9,30sep2015
"92025310",4000,2015m9,30sep2015
"92553P20",8307450,2015m9,30sep2015
"93114210",1927191,2015m9,30sep2015
"94974610",2345736,2015m9,30sep2015
"03062T10",249229,2015m12,31dec2015
"03675210",1054313,2015m12,31dec2015
"03760410",2123569,2015m12,31dec2015
"05969A10",109000,2015m12,31dec2015
"06050510",2784300,2015m12,31dec2015
"06405810",5953376,2015m12,31dec2015
"06738310",1283759,2015m12,31dec2015
"08467010",30,2015m12,31dec2015
"08467070",15079,2015m12,31dec2015
"12541W20",3095797,2015m12,31dec2015
"18905410",369771,2015m12,31dec2015
"19121610",19918068,2015m12,31dec2015
