cusip,tm,permno,ticker,price,ret
"02660910",2000m1,15667,"AHP",47.0625,.199044585
"03522910",2000m1,59184,"BUD",67.5,-.047619049
"05981530",2000m1,77881,"BDG",20.75,-.023529412
"08055510",2000m1,65509,"BLC",15.875,-.167213112
"08467010",2000m1,17778,"BRK",51200,-.087344028
"08467020",2000m1,83443,"BRK",1646,-.100546449
"09367110",2000m1,49373,"HRB",43.125,-.014285714
"11012210",2000m1,19393,"BMY",66.25,.035949368
"15677T10",2000m1,38914,"CEN",16,-.257971019
"17296710",2000m1,70519,"C",57,.023569023
"18905410",2000m1,46578,"CLX",47.75,-.048138957
"22420610",2000m1,77064,"JC",2.3125,-.383333325
"24903010",2000m1,11600,"XRAY",24.75,.047619049
"24950910",2000m1,79328,"DFS",19.1875,-.1519337
"29442910",2000m1,52476,"EFX",21.5,-.087533154
"31340030",2000m1,75789,"FRE",50.1875,.066401064
"31358610",2000m1,51043,"FNM",59.9375,-.035555556
"31996310",2000m1,77546,"FDC",49.0625,-.005069708
"32096010",2000m1,11371,"FHCC",29.8125,.109302327
"35346910",2000m1,77637,"FC",8,.103448279
"36473010",2000m1,47941,"GCI",69.5,-.147892714
"36665110",2000m1,79698,"IT",15.5625,.020491803
"36665120",2000m1,87030,"IT",13.625,-.013574661
"36960410",2000m1,12060,"GE",133.625,-.136510506
"39783810",2000m1,40097,"GREY",410,.025
"43157310",2000m1,52716,"HB",34,.072978303
"46069010",2000m1,53065,"IPG",46,-.202600211
"46115610",2000m1,82301,"IBI",30.375,-.295652181
"47816010",2000m1,22111,"JNJ",86.0625,-.077077746
"48108810",2000m1,42104,"JOS",23.4375,-.035989717
"48268610",2000m1,76195,"KSWS",12.375,-.333894014
"53932010",2000m1,49905,"LIZ",33.8125,-.101328902
"62952610",2000m1,81191,"NA",30.1875,-.041666668
"66978410",2000m1,83453,"NIS",30.125,-.045544554
"71708110",2000m1,21936,"PFE",36.1875,.115606934
"71815410",2000m1,13901,"MO",20.875,-.092391305
"74271810",2000m1,18163,"PG",101.0625,-.074660584
"75127730",2000m1,28353,"RAL",28.1875,.011210762
"76132M10",2000m1,66713,"RTRSY",90.125,.115235887
"76169510",2000m1,66799,"REY",22.125,-.016666668
"78387G10",2000m1,66093,"SBC",42.875,-.115512818
"81760N10",2000m1,71116,"SVM",14.3125,.16974619
"89102710",2000m1,62308,"TMK",25.1875,-.130236566
"89989610",2000m1,83462,"TUP",16.3125,-.036900368
"90478470",2000m1,28310,"UN",46.25,-.150401831
"90942010",2000m1,70252,"UAM",16,-.138047144
"91886610",2000m1,77461,"VCI",34,-.195266277
"93005920",2000m1,86380,"WDR",27.9375,.117213927
"95081710",2000m1,38906,"WSC",265,.081632651
"96647R10",2000m1,38973,"WH",12.5625,-.065116279
"02660910",2000m2,15667,"AHP",43.5,-.070810094
"03522910",2000m2,59184,"BUD",64,-.047407407
"05981530",2000m2,77881,"BDG",21.375,.030120483
"08055510",2000m2,65509,"BLC",12.875,-.18456693
"08467010",2000m2,17778,"BRK",44000,-.140625
"08467020",2000m2,83443,"BRK",1440,-.125151888
"09367110",2000m2,49373,"HRB",43.875,.017391304
"11012210",2000m2,19393,"BMY",57.25,-.135849059
"15677T10",2000m2,38914,"CEN",19.8125,.23828125
"17296710",2000m2,70519,"C",51.8125,-.088201754
"18905410",2000m2,46578,"CLX",40.4375,-.153141364
"22420610",2000m2,77064,"JC",2.1875,-.054054055
"24903010",2000m2,11600,"XRAY",25.625,.035353534
"24950910",2000m2,79328,"DFS",14.125,-.263843656
"29442910",2000m2,52476,"EFX",21.1875,-.010232558
"31340030",2000m2,75789,"FRE",41.75,-.16811955
"31358610",2000m2,51043,"FNM",53,-.115745567
"31996310",2000m2,77546,"FDC",45,-.082802549
"32096010",2000m2,11371,"FHCC",24.125,-.190775678
"35346910",2000m2,77637,"FC",8.1875,.0234375
"36473010",2000m2,47941,"GCI",65.1875,-.062050361
"36665110",2000m2,79698,"IT",14.3125,-.080321282
"36665120",2000m2,87030,"IT",11.8125,-.133027524
"36960410",2000m2,12060,"GE",132.375,-.009354537
"39783810",2000m2,40097,"GREY",396,-.031707317
"43157310",2000m2,52716,"HB",30.375,-.100735292
"46069010",2000m2,53065,"IPG",40.1875,-.124510869
"46115610",2000m2,82301,"IBI",32.6875,.076131687
"47816010",2000m2,22111,"JNJ",72,-.160145238
"48108810",2000m2,42104,"JOS",24.0625,.036053333
"48268610",2000m2,76195,"KSWS",11.125,-.101010099
"53932010",2000m2,49905,"LIZ",37.4375,.110536046
"62952610",2000m2,81191,"NA",29.25,-.031055901
"66978410",2000m2,83453,"NIS",23.0625,-.234439835
"71708110",2000m2,21936,"PFE",32.125,-.109775476
"71815410",2000m2,13901,"MO",20.1875,-.032934133
"74271810",2000m2,18163,"PG",87.875,-.13048856
"75127730",2000m2,28353,"RAL",28.3125,.007982261
"76132M10",2000m2,66713,"RTRSY",133.125,.477115124
"76169510",2000m2,66799,"REY",27.625,.248587564
"78387G10",2000m2,66093,"SBC",38.0625,-.112244897
"81760N10",2000m2,71116,"SVM",11,-.231441051
"89102710",2000m2,62308,"TMK",19.8125,-.2133995
"89989610",2000m2,83462,"TUP",17.1875,.053639848
"90478470",2000m2,28310,"UN",45.5,-.016216217
"90942010",2000m2,70252,"UAM",14.9375,-.06640625
"91886610",2000m2,77461,"VCI",27.6875,-.185661763
"93005920",2000m2,86380,"WDR",27.125,-.029082773
"95081710",2000m2,38906,"WSC",224.75,-.150735855
"96647R10",2000m2,38973,"WH",12.5,-.004975124
"02660910",2000m3,15667,"AHP",53.75,.235632181
"03522910",2000m3,59184,"BUD",62.25,-.02734375
"05981530",2000m3,77881,"BDG",22.625,.072280698
"08055510",2000m3,65509,"BLC",17.875,.388349503
"08467010",2000m3,17778,"BRK",57200,.300000012
"08467020",2000m3,83443,"BRK",1820,.263888896
"09367110",2000m3,49373,"HRB",44.75,.026210826
"11012210",2000m3,19393,"BMY",58,.013100437
"15677T10",2000m3,38914,"CEN",19.1875,-.03154574
"17296710",2000m3,70519,"C",59.875,.155609161
"18905410",2000m3,46578,"CLX",33,-.183925807
"22420610",2000m3,77064,"JC",2.25,.028571429
"24903010",2000m3,11600,"XRAY",28.375,.109756097
"24950910",2000m3,79328,"DFS",14.8125,.048672568
"29442910",2000m3,52476,"EFX",25.25,.191740409
"31340030",2000m3,75789,"FRE",44.1875,.062455092
"31358610",2000m3,51043,"FNM",56.5625,.067216977
"31996310",2000m3,77546,"FDC",44.375,-.013444444
"32096010",2000m3,11371,"FHCC",31.625,.31088084
"35346910",2000m3,77637,"FC",7.25,-.114503816
"36473010",2000m3,47941,"GCI",70.375,.082799613
"36665110",2000m3,79698,"IT",15.75,.10043668
"36665120",2000m3,87030,"IT",13.3125,.126984134
"36960410",2000m3,12060,"GE",155.625,.17873466
"39783810",2000m3,40097,"GREY",409,.032828283
"43157310",2000m3,52716,"HB",34,.119341567
"46069010",2000m3,53065,"IPG",47.25,.175738722
"46115610",2000m3,82301,"IBI",41.1875,.264321238
"47816010",2000m3,22111,"JNJ",70.25,-.024305556
"48108810",2000m3,42104,"JOS",24.375,.012987013
"48268610",2000m3,76195,"KSWS",14.8125,.332809001
"53932010",2000m3,49905,"LIZ",45.8125,.223706171
"62952610",2000m3,81191,"NA",32.25,.10897436
"66978410",2000m3,83453,"NIS",29.125,.262872636
"71708110",2000m3,21936,"PFE",36.5625,.138132289
"71815410",2000m3,13901,"MO",21.125,.070216715
"74271810",2000m3,18163,"PG",56.5,-.35704124
"75127730",2000m3,28353,"RAL",27.5,-.028697573
"76132M10",2000m3,66713,"RTRSY",119.375,-.095453143
"76169510",2000m3,66799,"REY",27,-.018642534
"78387G10",2000m3,66093,"SBC",42.125,.106732346
"81760N10",2000m3,71116,"SVM",11.25,.022727273
"89102710",2000m3,62308,"TMK",23.125,.167192429
"89989610",2000m3,83462,"TUP",15.8125,-.067199998
"90478470",2000m3,28310,"UN",48.125,.057692308
"90942010",2000m3,70252,"UAM",17.3125,.172384933
"91886610",2000m3,77461,"VCI",33.3125,.203160271
"93005920",2000m3,86380,"WDR",39,.43778801
"95081710",2000m3,38906,"WSC",255,.134593993
"96647R10",2000m3,38973,"WH",13.9375,.118199997
"02660910",2000m4,15667,"AHP",56.25,.046511628
"03522910",2000m4,59184,"BUD",70.5625,.133534133
"05981530",2000m4,77881,"BDG",21.375,-.055248618
"08055510",2000m4,65509,"BLC",16.6875,-.066433564
"08467010",2000m4,17778,"BRK",59300,.036713287
"08467020",2000m4,83443,"BRK",1916.125,.052815933
"09367110",2000m4,49373,"HRB",41.8125,-.065642461
"11012210",2000m4,19393,"BMY",52.4375,-.091681033
"15677T10",2000m4,38914,"CEN",21.6875,.130293161
"17296710",2000m4,70519,"C",59.5625,-.002546973
"18905410",2000m4,46578,"CLX",36.75,.119696967
"22420610",2000m4,77064,"JC",1.75,-.222222224
"24903010",2000m4,11600,"XRAY",29.0625,.024229076
"24950910",2000m4,79328,"DFS",9.125,-.383966237
"29266R10",2000m4,87659,"ENR",17.0625,
"29442910",2000m4,52476,"EFX",24.375,-.034653466
"31340030",2000m4,75789,"FRE",45.9375,.03960396
"31358610",2000m4,51043,"FNM",60.3125,.071248621
"31996310",2000m4,77546,"FDC",48.375,.090140842
"32096010",2000m4,11371,"FHCC",30.4375,-.037549406
"35346910",2000m4,77637,"FC",9.125,.258620679
"36473010",2000m4,47941,"GCI",63.875,-.092362344
"36665110",2000m4,79698,"IT",13.5,-.142857149
"36665120",2000m4,87030,"IT",10.8125,-.187793434
"36960410",2000m4,12060,"GE",157.25,.010441767
"43157310",2000m4,52716,"HB",30.125,-.108088233
"45068B10",2000m4,81128,"ESI",17.875,.1171875
"46069010",2000m4,53065,"IPG",41,-.132275134
"46115610",2000m4,82301,"IBI",38.5,-.065250382
"47816010",2000m4,22111,"JNJ",82.5,.174377218
"48268610",2000m4,76195,"KSWS",14.8125,0
"62952610",2000m4,81191,"NA",37.5625,.164728686
"66978410",2000m4,83453,"NIS",31.625,.08583691
"71708110",2000m4,21936,"PFE",42.125,.152136758
"71815410",2000m4,13901,"MO",21.875,.035502959
"74271810",2000m4,18163,"PG",59.75,.063185841
"75127730",2000m4,28353,"RAL",17.6875,-.139233857
"76169510",2000m4,66799,"REY",23.75,-.120370373
"78387G10",2000m4,66093,"SBC",43.8125,.046083085
"81760N10",2000m4,71116,"SVM",13.625,.219111115
"89102710",2000m4,62308,"TMK",25.0625,.087675676
"89989610",2000m4,83462,"TUP",18.875,.193675891
"90478470",2000m4,28310,"UN",45.5625,-.053246751
"90942010",2000m4,70252,"UAM",18,.039711192
"91886610",2000m4,77461,"VCI",34.0625,.022514071
"93005920",2000m4,86380,"WDR",24.0625,-.071119234
"95081710",2000m4,38906,"WSC",235,-.078431375
"96647R10",2000m4,38973,"WH",11.4375,-.179372191
"02660910",2000m5,15667,"AHP",53.875,-.038133334
"03522910",2000m5,59184,"BUD",77.5,.102568641
"05981530",2000m5,77881,"BDG",22.75,.064327486
"08055510",2000m5,65509,"BLC",16.0625,-.033258427
"08467010",2000m5,17778,"BRK",58600,-.011804384
"08467020",2000m5,83443,"BRK",1886,-.015721835
"09367110",2000m5,49373,"HRB",30.875,-.261584461
"11012210",2000m5,19393,"BMY",55.0625,.050059594
"15677T10",2000m5,38914,"CEN",24.125,.112391934
"17296710",2000m5,70519,"C",62.1875,.044071354
"18905410",2000m5,46578,"CLX",39.625,.07823129
"22420610",2000m5,77064,"JC",1.4375,-.178571433
"24903010",2000m5,11600,"XRAY",30.6875,.055913977
"24950910",2000m5,79328,"DFS",8.9375,-.020547945
"29266R10",2000m5,87659,"ENR",17,-.003663004
"29442910",2000m5,52476,"EFX",27.6875,.139692307
"31340030",2000m5,75789,"FRE",44.5,-.031292517
"31358610",2000m5,51043,"FNM",60.125,-.003108808
"31996310",2000m5,77546,"FDC",56.0625,.15891473
"32096010",2000m5,11371,"FHCC",35,.149897337
"35346910",2000m5,77637,"FC",7.75,-.150684938
"36473010",2000m5,47941,"GCI",64.75,.01369863
"36665110",2000m5,79698,"IT",13.3125,-.013888889
"36665120",2000m5,87030,"IT",11.0625,.023121387
"36960410",2000m5,12060,"GE",52.6875,.005166932
"43157310",2000m5,52716,"HB",30.6875,.0186722
"45068B10",2000m5,81128,"ESI",16.625,-.069930069
"46069010",2000m5,53065,"IPG",42.9375,.049573172
"46115610",2000m5,82301,"IBI",23.5625,.22402598
"47816010",2000m5,22111,"JNJ",89.5,.088727273
"48268610",2000m5,76195,"KSWS",13.125,-.113924049
"62952610",2000m5,81191,"NA",46.1875,.229617298
"66978410",2000m5,83453,"NIS",29.375,-.071146242
"71708110",2000m5,21936,"PFE",44.5625,.059999999
"71815410",2000m5,13901,"MO",26.125,.194285721
"74271810",2000m5,18163,"PG",66.5,.11297071
"75127730",2000m5,28353,"RAL",18.5625,.053427562
"76169510",2000m5,66799,"REY",21.875,-.074315786
"78387G10",2000m5,66093,"SBC",43.6875,-.002853067
"81760N10",2000m5,71116,"SVM",12.8125,-.059633028
"89102710",2000m5,62308,"TMK",27.1875,.084788032
"89989610",2000m5,83462,"TUP",22.0625,.168874174
"90478470",2000m5,28310,"UN",50.8125,.132181004
"90942010",2000m5,70252,"UAM",18.5,.027777778
"91886610",2000m5,77461,"VCI",33,-.03119266
"93005920",2000m5,86380,"WDR",24.4375,.015584416
"95081710",2000m5,38906,"WSC",243,.035340425
"96647R10",2000m5,38973,"WH",11.8125,.032786883
"02660910",2000m6,15667,"AHP",58.75,.090487242
"03522910",2000m6,59184,"BUD",74.6875,-.036290321
"05981530",2000m6,77881,"BDG",23,.023956044
"08055510",2000m6,65509,"BLC",17.3125,.077821009
"08467010",2000m6,17778,"BRK",53800,-.081911266
"08467020",2000m6,83443,"BRK",1760,-.06680806
"09367110",2000m6,49373,"HRB",32.375,.057489879
"11012210",2000m6,19393,"BMY",58.25,.057888761
"15677T10",2000m6,38914,"CEN",24.0625,-.002590674
"17296710",2000m6,70519,"C",60.25,-.031155778
"18905410",2000m6,46578,"CLX",44.8125,.130914822
"22420610",2000m6,77064,"JC",3.4375,1.39130437
"24903010",2000m6,11600,"XRAY",30.8125,.006109979
"24950910",2000m6,79328,"DFS",11,.230769232
"29266R10",2000m6,87659,"ENR",18.25,.073529415
"29442910",2000m6,52476,"EFX",26.25,-.051918738
"31340030",2000m6,75789,"FRE",40.5,-.086067416
"31358610",2000m6,51043,"FNM",52.1875,-.132016629
"31996310",2000m6,77546,"FDC",49.625,-.11447046
"32096010",2000m6,11371,"FHCC",32.8125,-.0625
"35346910",2000m6,77637,"FC",6.9375,-.104838707
"36473010",2000m6,47941,"GCI",59.8125,-.073011585
"36665110",2000m6,79698,"IT",12,-.098591551
"36665120",2000m6,87030,"IT",9.875,-.107344635
"36960410",2000m6,12060,"GE",53,.005931198
"43157310",2000m6,52716,"HB",31.3125,.020366598
"45068B10",2000m6,81128,"ESI",17.5625,.056390978
"46069010",2000m6,53065,"IPG",43,.001455604
"46115610",2000m6,82301,"IBI",19.75,-.158832893
"47816010",2000m6,22111,"JNJ",101.875,.138268158
"48268610",2000m6,76195,"KSWS",15.9375,.215428576
"62952610",2000m6,81191,"NA",52.5,.140730724
"66978410",2000m6,83453,"NIS",27.9375,-.04893617
"71708110",2000m6,21936,"PFE",48,.077138849
"71815410",2000m6,13901,"MO",26.5625,.035119615
"74271810",2000m6,18163,"PG",57.25,-.13909775
"75127730",2000m6,28353,"RAL",19.9375,.074074075
"76169510",2000m6,66799,"REY",18.25,-.165714279
"78387G10",2000m6,66093,"SBC",43.25,-.010014306
"81760N10",2000m6,71116,"SVM",11.375,-.112195119
"89102710",2000m6,62308,"TMK",24.6875,-.091954023
"89989610",2000m6,83462,"TUP",22,.00713881
"90478470",2000m6,28310,"UN",43,-.153751537
"90942010",2000m6,70252,"UAM",23.375,.274324328
"91886610",2000m6,77461,"VCI",38.125,.155303031
"93005920",2000m6,86380,"WDR",29.0625,.189258307
"95081710",2000m6,38906,"WSC",205,-.156378597
"96647R10",2000m6,38973,"WH",12.375,.047619049
"02660910",2000m7,15667,"AHP",53.0625,-.096808508
"03522910",2000m7,59184,"BUD",80.5,.077824265
"05981530",2000m7,77881,"BDG",24,.043478262
"08055510",2000m7,65509,"BLC",19.3125,.115523465
"08467010",2000m7,17778,"BRK",55100,.024163568
"08467020",2000m7,83443,"BRK",1825,.036931816
"09367110",2000m7,49373,"HRB",32,-.011583012
"11012210",2000m7,19393,"BMY",49.625,-.143862665
"15670010",2000m7,60599,"CTL",29.3125,.019565217
"15677T10",2000m7,38914,"CEN",22.75,-.054545455
"17296710",2000m7,70519,"C",70.5625,.17116183
"18905410",2000m7,46578,"CLX",41.3125,-.073417015
"22420610",2000m7,77064,"JC",3.125,-.090909094
"24801910",2000m7,61743,"DLX",21.5,-.087533154
"24903010",2000m7,11600,"XRAY",33.8125,.097363085
"24950910",2000m7,79328,"DFS",9.875,-.102272727
"29266R10",2000m7,87659,"ENR",24.125,.321917802
"29442910",2000m7,52476,"EFX",23.625,-.100000001
"31340030",2000m7,75789,"FRE",39.4375,-.026234567
"31358610",2000m7,51043,"FNM",49.875,-.038946107
"31996310",2000m7,77546,"FDC",46.0625,-.071788415
"32096010",2000m7,11371,"FHCC",30.625,-.06666667
"35346910",2000m7,77637,"FC",8,.153153151
"36473010",2000m7,47941,"GCI",53.875,-.099268548
"36665110",2000m7,79698,"IT",14.125,.177083328
"36665120",2000m7,87030,"IT",11.0625,.120253168
"36960410",2000m7,12060,"GE",51.4375,-.026902528
"45068B10",2000m7,81128,"ESI",19,.081850536
"46069010",2000m7,53065,"IPG",40.0625,-.068313956
"46115610",2000m7,82301,"IBI",17.4375,-.117088608
"47816010",2000m7,22111,"JNJ",93.0625,-.086503066
"48268610",2000m7,76195,"KSWS",17,.06666667
"51384710",2000m7,48523,"LANC",23.5,.205128208
"57459910",2000m7,34032,"MAS",19.75,.100069202
"62952610",2000m7,81191,"NA",52.875,.007142857
"66978410",2000m7,83453,"NIS",11.5625,-.586129725
"71708110",2000m7,21936,"PFE",43.125,-.1015625
"71815410",2000m7,13901,"MO",25.25,-.049411766
"74271810",2000m7,18163,"PG",56.875,-.000436681
"75127730",2000m7,28353,"RAL",20.1875,.012539185
"76169510",2000m7,66799,"REY",16.6875,-.08561644
"78387G10",2000m7,66093,"SBC",42.5625,-.010028902
"81760N10",2000m7,71116,"SVM",9.3125,-.172527477
"89102710",2000m7,62308,"TMK",24.875,.011240507
"89989610",2000m7,83462,"TUP",19.4375,-.116477273
"90478470",2000m7,28310,"UN",44.25,.029069768
"91886610",2000m7,77461,"VCI",33.625,-.118032783
"95081710",2000m7,38906,"WSC",226,.10392683
"96647R10",2000m7,38973,"WH",14.9375,.207070708
"02660910",2000m8,15667,"AHP",54.1875,.025535924
"03522910",2000m8,59184,"BUD",78.8125,-.016863354
"05981530",2000m8,77881,"BDG",28,.166666672
"08055510",2000m8,65509,"BLC",19.125,-.006084142
"08467010",2000m8,17778,"BRK",57700,.047186933
"08467020",2000m8,83443,"BRK",1913,.048219178
"09367110",2000m8,49373,"HRB",35.875,.12109375
"11012210",2000m8,19393,"BMY",53,.068010077
"15670010",2000m8,60599,"CTL",28.8125,-.0154371
"15677T10",2000m8,38914,"CEN",24.1875,.063186817
"17296710",2000m8,70519,"C",58.375,.105688445
"18905410",2000m8,46578,"CLX",36.1875,-.124054462
"22420610",2000m8,77064,"JC",1.96875,-.370000005
"24801910",2000m8,61743,"DLX",22,.040465117
"24903010",2000m8,11600,"XRAY",33.375,-.012939001
"24950910",2000m8,79328,"DFS",13.5625,.373417735
"29266R10",2000m8,87659,"ENR",19.75,-.181347147
"29442910",2000m8,52476,"EFX",25.4375,.080634922
"31340030",2000m8,75789,"FRE",42.125,.068145797
"31358610",2000m8,51043,"FNM",53.75,.077694237
"31996310",2000m8,77546,"FDC",47.6875,.035278156
"32096010",2000m8,11371,"FHCC",31.0625,.014285714
"35346910",2000m8,77637,"FC",6.6875,-.1640625
"36473010",2000m8,47941,"GCI",56.625,.051044084
"36665110",2000m8,79698,"IT",13.25,-.061946902
"36665120",2000m8,87030,"IT",11.25,.016949153
"36960410",2000m8,12060,"GE",58.6875,.140947759
"45068B10",2000m8,81128,"ESI",23,.210526317
"46069010",2000m8,53065,"IPG",38.25,-.042870514
"46115610",2000m8,82301,"IBI",16.125,-.071254477
"47816010",2000m8,22111,"JNJ",91.9375,-.008650101
"48268610",2000m8,76195,"KSWS",22.5,.323529422
"51384710",2000m8,48523,"LANC",23.0625,-.018617021
"57459910",2000m8,34032,"MAS",19.5,-.012658228
"62952610",2000m8,81191,"NA",53.4375,.010638298
"66978410",2000m8,83453,"NIS",14.375,.243243247
"71708110",2000m8,21936,"PFE",43.25,.004985507
"71815410",2000m8,13901,"MO",29.625,.17326732
"74271810",2000m8,18163,"PG",61.8125,.086813189
"75127730",2000m8,28353,"RAL",22.625,.124210529
"76169510",2000m8,66799,"REY",18.125,.092734084
"78387G10",2000m8,66093,"SBC",41.75,-.019089574
"81760N10",2000m8,71116,"SVM",9.6875,.040268455
"89102710",2000m8,62308,"TMK",28.0625,.128140703
"89989610",2000m8,83462,"TUP",20.1875,.038585208
"90478470",2000m8,28310,"UN",47.25,.06779661
"91886610",2000m8,77461,"VCI",28.875,-.141263947
"95081710",2000m8,38906,"WSC",240,.061946902
"96647R10",2000m8,38973,"WH",13.1875,-.117154814
"02660910",2000m9,15667,"AHP",56.5625,.043829296
"03522910",2000m9,59184,"BUD",42.3125,.073750988
"05981530",2000m9,77881,"BDG",28.5625,.030624999
"08055510",2000m9,65509,"BLC",18.4375,-.035947714
"08467010",2000m9,17778,"BRK",64400,.11611785
"08467020",2000m9,83443,"BRK",2070,.082070045
"09367110",2000m9,49373,"HRB",37.0625,.041463416
"11012210",2000m9,19393,"BMY",57.125,.077830188
"15670010",2000m9,60599,"CTL",27.25,-.054229934
"15677T10",2000m9,38914,"CEN",28.0625,.16020672
"17296710",2000m9,70519,"C",54.0625,-.0738758
"18905410",2000m9,46578,"CLX",39.5625,.093264252
"22420610",2000m9,77064,"JC",1.8125,-.079365082
"24801910",2000m9,61743,"DLX",20.3125,-.076704547
"24903010",2000m9,11600,"XRAY",34.9375,.048689138
"24950910",2000m9,79328,"DFS",13.1875,-.02764977
"29266R10",2000m9,87659,"ENR",24.5,.240506336
"29442910",2000m9,52476,"EFX",26.9375,.05896806
"31340030",2000m9,75789,"FRE",54.0625,.287418395
"31358610",2000m9,51043,"FNM",71.5,.330232561
"31996310",2000m9,77546,"FDC",39.0625,-.180445611
"32096010",2000m9,11371,"FHCC",32.25,.038229376
"35346910",2000m9,77637,"FC",7.3125,.093457945
"36473010",2000m9,47941,"GCI",53,-.060132451
"36665110",2000m9,79698,"IT",11.625,-.122641511
"36665120",2000m9,87030,"IT",10.875,-.033333335
"36960410",2000m9,12060,"GE",57.6875,-.014710628
"45068B10",2000m9,81128,"ESI",27.125,.179347828
"46069010",2000m9,53065,"IPG",34.0625,-.109477125
"46115610",2000m9,82301,"IBI",18.6875,.15891473
"47816010",2000m9,22111,"JNJ",93.9375,.021753909
"48268610",2000m9,76195,"KSWS",22.5,.000666667
"51384710",2000m9,48523,"LANC",24.5625,.071978323
"57459910",2000m9,34032,"MAS",18.625,-.044871796
"62952610",2000m9,81191,"NA",53.75,.009356725
"66978410",2000m9,83453,"NIS",17.125,.191304341
"71708110",2000m9,21936,"PFE",44.9375,.039017342
"71815410",2000m9,13901,"MO",29.4375,.01156118
"74271810",2000m9,18163,"PG",67,.083923154
"75127730",2000m9,28353,"RAL",23.6875,.046961326
"76169510",2000m9,66799,"REY",19.875,.096551724
"78387G10",2000m9,66093,"SBC",50,.19760479
"81760N10",2000m9,71116,"SVM",9.875,.019354839
"89102710",2000m9,62308,"TMK",27.8125,-.008908686
"89989610",2000m9,83462,"TUP",18,-.097461298
"90478470",2000m9,28310,"UN",48.25,.021164021
"91886610",2000m9,77461,"VCI",22.25,-.229437232
"95081710",2000m9,38906,"WSC",251,.045833334
"96647R10",2000m9,38973,"WH",11.5625,-.123222746
"02581610",2000m10,59176,"AXP",60,-.011028807
"02660910",2000m10,15667,"AHP",63.5,.122651935
"03522910",2000m10,59184,"BUD",45.75,.081240766
"05981530",2000m10,77881,"BDG",28.5,-.002188184
"08055510",2000m10,65509,"BLC",19.1875,.040677965
"08467010",2000m10,17778,"BRK",63700,-.010869565
"08467020",2000m10,83443,"BRK",2103,.01594203
"09367110",2000m10,49373,"HRB",35.6875,-.037099496
"11012210",2000m10,19393,"BMY",60.9375,.071028449
"15670010",2000m10,60599,"CTL",38.5,.412844032
"15677T10",2000m10,38914,"CEN",25,-.109131403
"17296710",2000m10,70519,"C",52.625,-.026589595
"18905410",2000m10,46578,"CLX",44.625,.133270144
"22420610",2000m10,77064,"JC",1.625,-.103448279
"24801910",2000m10,61743,"DLX",22.5625,.110769227
"24903010",2000m10,11600,"XRAY",34.6875,-.007155635
"24950910",2000m10,79328,"DFS",14.1875,.075829387
"29266R10",2000m10,87659,"ENR",19.75,-.193877548
"29442910",2000m10,52476,"EFX",34.5,.280742466
"31340030",2000m10,75789,"FRE",60,.109826587
"31358610",2000m10,51043,"FNM",77,.080839165
"31996310",2000m10,77546,"FDC",50.125,.283199996
"32096010",2000m10,11371,"FHCC",39,.209302321
"35346910",2000m10,77637,"FC",8,.094017096
"36473010",2000m10,47941,"GCI",58,.094339624
"36665110",2000m10,79698,"IT",9.5,-.182795703
"36665120",2000m10,87030,"IT",8.75,-.195402294
"36960410",2000m10,12060,"GE",54.8125,-.049837485
"39787M10",2000m10,40097,"GREY",560,-.096455403
"44106M10",2000m10,81917,"HPT",21.5625,-.047593582
"44993410",2000m10,84020,"RX",23.625,.139518067
"45068B10",2000m10,81128,"ESI",15.75,-.419354826
"46069010",2000m10,53065,"IPG",42.9375,.260550469
"46115610",2000m10,82301,"IBI",23.875,.277591974
"47816010",2000m10,22111,"JNJ",92.125,-.019294744
"48268610",2000m10,76195,"KSWS",27.5,.222222224
"51384710",2000m10,48523,"LANC",23.625,-.038167939
"57174810",2000m10,45751,"MMC",130.75,-.011299435
"57459910",2000m10,34032,"MAS",18.6875,.01033557
"66978410",2000m10,83453,"NIS",15.6875,-.083941609
"71708110",2000m10,21936,"PFE",43.1875,-.038942978
"71815410",2000m10,13901,"MO",36.625,.244161353
"74271810",2000m10,18163,"PG",71.4375,.071455225
"75127730",2000m10,28353,"RAL",24.25,.023746701
"76169510",2000m10,66799,"REY",17.875,-.100628927
"78223310",2000m10,66050,"RUS",22.6875,.148734182
"78387G10",2000m10,66093,"SBC",57.6875,.158824995
"81760N10",2000m10,71116,"SVM",9.125,-.065822788
"89102710",2000m10,62308,"TMK",33.3125,.20098877
"89989610",2000m10,83462,"TUP",17.125,-.048611112
"90297310",2000m10,66157,"USB",24.1875,.063186817
"90478470",2000m10,28310,"UN",50.8125,.053108808
"91886610",2000m10,77461,"VCI",27.75,.247191012
"92343V10",2000m10,65875,"VZ",57.8125,.20149678
"93005920",2000m10,86380,"WDR",31.25,.080634482
"94106L10",2000m10,11955,"WMI",20,.146953404
"94974610",2000m10,38703,"WFC",46.3125,.008163265
"95081710",2000m10,38906,"WSC",267.75,.067948207
"96647R10",2000m10,38973,"WH",13,.124324322
"02581610",2000m11,59176,"AXP",54.9375,-.084375001
"02660910",2000m11,15667,"AHP",60.125,-.049527559
"03522910",2000m11,59184,"BUD",47.4375,.040491804
"05981530",2000m11,77881,"BDG",32,.122807018
"08055510",2000m11,65509,"BLC",17,-.110358305
"08467010",2000m11,17778,"BRK",65900,.034536891
"08467020",2000m11,83443,"BRK",2174,.033761293
"09367110",2000m11,49373,"HRB",35.1875,-.014010508
